egoid,apps_all,apps_dating,apps_nondating
776,a07|a08|a10|a14,a14,a07|a08|a10
777,a05|a14,a05|a14,s00777
778,s00778,s00778,s00778
779,a03|a05|a17|a36,a03|a05|a17|a36,s00779
780,a10|a14,a14,a10
781,a05,a05,s00781
782,a05|a14,a05|a14,s00782
783,s00783,s00783,s00783
784,a17|a19,a17|a19,s00784
785,a14,a14,s00785
786,s00786,s00786,s00786
787,a05|a14,a05|a14,s00787
788,a05|a14,a05|a14,s00788
789,a16,a16,s00789
790,a05|a14|a17|a41,a05|a14|a17|a41,s00790
791,a05|a17,a05|a17,s00791
792,s00792,s00792,s00792
793,a01|a05|a32,a01|a05|a32,s00793
794,a07,s00794,a07
795,s00795,s00795,s00795
796,s00796,s00796,s00796
797,a05|a08|a14|a17,a05|a14|a17,a08
798,a05|a14|a36,a05|a14|a36,s00798
799,s00799,s00799,s00799
800,a05|a10|a14,a05|a14,a10
801,s00801,s00801,s00801
802,a05|a17|a36,a05|a17|a36,s00802
803,a17|a18,a17|a18,s00803
804,a17,a17,s00804
805,a05|a17|a19,a05|a17|a19,s00805
806,a14,a14,s00806
807,a17,a17,s00807
808,a05|a36,a05|a36,s00808
809,s00809,s00809,s00809
810,a17|a19,a17|a19,s00810
811,s00811,s00811,s00811
812,s00812,s00812,s00812
813,a05|a08|a10|a14,a05|a14,a08|a10
814,a05|a16,a05|a16,s00814
815,s00815,s00815,s00815
816,a05|a14,a05|a14,s00816
817,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s00817
818,a05|a08|a14|a17,a05|a14|a17,a08
819,s00819,s00819,s00819
820,a05|a19|a34,a05|a19|a34,s00820
821,a05,a05,s00821
822,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s00822
823,a14,a14,s00823
824,s00824,s00824,s00824
825,s00825,s00825,s00825
826,a07|a08|a10,s00826,a07|a08|a10
827,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s00827
828,a05|a14|a16,a05|a14|a16,s00828
829,a05|a14|a16,a05|a14|a16,s00829
830,a01|a05|a32,a01|a05|a32,s00830
831,s00831,s00831,s00831
832,s00832,s00832,s00832
833,a05|a14,a05|a14,s00833
834,a05|a14,a05|a14,s00834
835,s00835,s00835,s00835
836,a05,a05,s00836
837,s00837,s00837,s00837
838,a05|a14|a21,a05|a14|a21,s00838
839,a17|a19,a17|a19,s00839
840,a01|a19,a01|a19,s00840
841,a05|a17,a05|a17,s00841
842,s00842,s00842,s00842
843,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
844,a05|a17|a19,a05|a17|a19,s00844
845,s00845,s00845,s00845
846,a16,a16,s00846
847,s00847,s00847,s00847
848,s00848,s00848,s00848
849,a10|a14,a14,a10
850,a17|a18,a17|a18,s00850
851,a05,a05,s00851
852,a05|a14|a16,a05|a14|a16,s00852
853,a05|a14,a05|a14,s00853
854,a05|a14|a17,a05|a14|a17,s00854
855,a14,a14,s00855
856,a07|a08|a10,s00856,a07|a08|a10
857,a05|a17|a18,a05|a17|a18,s00857
858,a05|a08|a14|a17,a05|a14|a17,a08
859,a03|a05|a17|a36,a03|a05|a17|a36,s00859
860,a05|a08|a10|a14,a05|a14,a08|a10
861,a05|a14,a05|a14,s00861
862,a05,a05,s00862
863,s00863,s00863,s00863
864,a05|a14|a17,a05|a14|a17,s00864
865,a17|a18,a17|a18,s00865
866,s00866,s00866,s00866
867,s00867,s00867,s00867
868,a07|a08|a10|a14,a14,a07|a08|a10
869,s00869,s00869,s00869
870,a05|a14,a05|a14,s00870
871,a17,a17,s00871
872,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s00872
873,a01|a19,a01|a19,s00873
874,a01|a19,a01|a19,s00874
875,a05|a14,a05|a14,s00875
876,s00876,s00876,s00876
877,a17|a36,a17|a36,s00877
878,a14,a14,s00878
879,a05|a17|a18,a05|a17|a18,s00879
880,a05|a14,a05|a14,s00880
881,a05|a14,a05|a14,s00881
882,a17|a18,a17|a18,s00882
883,s00883,s00883,s00883
884,a05|a07|a10|a16,a05|a16,a07|a10
885,a08,s00885,a08
886,a05|a17,a05|a17,s00886
887,s00887,s00887,s00887
888,a01|a05,a01|a05,s00888
889,a05|a14,a05|a14,s00889
890,a10|a14,a14,a10
891,s00891,s00891,s00891
892,a03|a05|a17|a36,a03|a05|a17|a36,s00892
893,s00893,s00893,s00893
894,a05|a17,a05|a17,s00894
895,a05|a14|a36,a05|a14|a36,s00895
896,a05|a14,a05|a14,s00896
897,a05,a05,s00897
898,a01|a19,a01|a19,s00898
899,s00899,s00899,s00899
900,s00900,s00900,s00900
901,a17|a36,a17|a36,s00901
902,a05|a14|a16,a05|a14|a16,s00902
903,a05,a05,s00903
904,a05|a14,a05|a14,s00904
905,s00905,s00905,s00905
906,a05,a05,s00906
907,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s00907
908,a05|a14,a05|a14,s00908
909,a05|a14,a05|a14,s00909
910,a14,a14,s00910
911,a07|a08|a10,s00911,a07|a08|a10
912,s00912,s00912,s00912
913,a07,s00913,a07
914,a07|a08|a10|a14,a14,a07|a08|a10
915,a14,a14,s00915
916,s00916,s00916,s00916
917,a05|a14|a16,a05|a14|a16,s00917
918,a05|a14|a41,a05|a14|a41,s00918
919,a14,a14,s00919
920,a05|a19|a34,a05|a19|a34,s00920
921,a17|a19,a17|a19,s00921
922,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s00922
923,a05|a14|a41,a05|a14|a41,s00923
924,a16,a16,s00924
925,a14,a14,s00925
926,a05|a14|a21,a05|a14|a21,s00926
927,s00927,s00927,s00927
928,a05,a05,s00928
929,a05|a14,a05|a14,s00929
930,a01|a05,a01|a05,s00930
931,a14,a14,s00931
932,s00932,s00932,s00932
933,a16,a16,s00933
934,a05|a07|a10|a16,a05|a16,a07|a10
935,a05|a10|a14,a05|a14,a10
936,s00936,s00936,s00936
937,a05|a14,a05|a14,s00937
938,a05|a36,a05|a36,s00938
939,s00939,s00939,s00939
940,s00940,s00940,s00940
941,s00941,s00941,s00941
942,s00942,s00942,s00942
943,a05,a05,s00943
944,s00944,s00944,s00944
945,a05,a05,s00945
946,a01|a05,a01|a05,s00946
947,a05,a05,s00947
948,a05|a17|a36,a05|a17|a36,s00948
949,a05|a14,a05|a14,s00949
950,a05|a16,a05|a16,s00950
951,s00951,s00951,s00951
952,a05|a17,a05|a17,s00952
953,a05|a17,a05|a17,s00953
954,a05|a14,a05|a14,s00954
955,s00955,s00955,s00955
956,s00956,s00956,s00956
957,a05|a19|a34,a05|a19|a34,s00957
958,a05|a17|a18,a05|a17|a18,s00958
959,a01|a05,a01|a05,s00959
960,a05|a14,a05|a14,s00960
961,s00961,s00961,s00961
962,a07|a08|a10,s00962,a07|a08|a10
963,a05|a14,a05|a14,s00963
964,a05|a18,a05|a18,s00964
965,s00965,s00965,s00965
966,a14,a14,s00966
967,s00967,s00967,s00967
968,a05|a17,a05|a17,s00968
969,s00969,s00969,s00969
970,s00970,s00970,s00970
971,a05|a36,a05|a36,s00971
972,a16,a16,s00972
973,a08,s00973,a08
974,a05|a19|a34,a05|a19|a34,s00974
975,a05,a05,s00975
976,a05|a14|a17,a05|a14|a17,s00976
977,a05|a17,a05|a17,s00977
978,a05,a05,s00978
979,a01|a05|a32,a01|a05|a32,s00979
980,a05|a14,a05|a14,s00980
981,a05|a08|a14|a17,a05|a14|a17,a08
982,a14,a14,s00982
983,a17|a18,a17|a18,s00983
984,a03|a05|a17|a36,a03|a05|a17|a36,s00984
985,a08,s00985,a08
986,a17|a19,a17|a19,s00986
987,s00987,s00987,s00987
988,a01|a05|a32,a01|a05|a32,s00988
989,a05,a05,s00989
990,a05,a05,s00990
991,a07,s00991,a07
992,a05|a14|a16,a05|a14|a16,s00992
993,a17|a19,a17|a19,s00993
994,a05|a14,a05|a14,s00994
995,a05|a36,a05|a36,s00995
996,s00996,s00996,s00996
997,s00997,s00997,s00997
998,s00998,s00998,s00998
999,a05|a14|a17,a05|a14|a17,s00999
1000,a14,a14,s01000
1001,a14,a14,s01001
1002,s01002,s01002,s01002
1003,a14,a14,s01003
1004,s01004,s01004,s01004
1005,s01005,s01005,s01005
1006,a05|a07|a10|a16,a05|a16,a07|a10
1007,a14,a14,s01007
1008,a05|a14|a36,a05|a14|a36,s01008
1009,a05|a07|a10|a16,a05|a16,a07|a10
1010,a05|a36,a05|a36,s01010
1011,a16,a16,s01011
1012,s01012,s01012,s01012
1013,a14,a14,s01013
1014,a05|a08|a10|a14,a05|a14,a08|a10
1015,a01|a05,a01|a05,s01015
1016,s01016,s01016,s01016
1017,a05|a17|a19,a05|a17|a19,s01017
1018,s01018,s01018,s01018
1019,a16,a16,s01019
1020,s01020,s01020,s01020
1021,s01021,s01021,s01021
1022,a05|a17|a36,a05|a17|a36,s01022
1023,s01023,s01023,s01023
1024,a03|a05|a17|a36,a03|a05|a17|a36,s01024
1025,a05|a14|a17,a05|a14|a17,s01025
1026,a14,a14,s01026
1027,a05|a14,a05|a14,s01027
1028,s01028,s01028,s01028
1029,a14|a21,a14|a21,s01029
1030,a05,a05,s01030
1031,a05|a14|a36,a05|a14|a36,s01031
1032,a17|a36,a17|a36,s01032
1033,a05|a18,a05|a18,s01033
1034,s01034,s01034,s01034
1035,a14,a14,s01035
1036,a08,s01036,a08
1037,s01037,s01037,s01037
1038,a05|a17,a05|a17,s01038
1039,a05|a17,a05|a17,s01039
1040,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s01040
1041,a05|a14|a17,a05|a14|a17,s01041
1042,s01042,s01042,s01042
1043,s01043,s01043,s01043
1044,s01044,s01044,s01044
1045,a05|a14|a17|a41,a05|a14|a17|a41,s01045
1046,s01046,s01046,s01046
1047,a05|a10|a14,a05|a14,a10
1048,a05|a14|a17,a05|a14|a17,s01048
1049,a05|a14,a05|a14,s01049
1050,a05|a14,a05|a14,s01050
1051,a05|a17|a18,a05|a17|a18,s01051
1052,a05|a19|a34,a05|a19|a34,s01052
1053,a05|a14|a17|a41,a05|a14|a17|a41,s01053
1054,a05|a14|a16,a05|a14|a16,s01054
1055,s01055,s01055,s01055
1056,s01056,s01056,s01056
1057,a05|a14|a17,a05|a14|a17,s01057
1058,a05|a14|a36,a05|a14|a36,s01058
1059,a05|a14|a16,a05|a14|a16,s01059
1060,a05,a05,s01060
1061,a05|a18,a05|a18,s01061
1062,a05,a05,s01062
1063,a05|a14|a41,a05|a14|a41,s01063
1064,a14,a14,s01064
1065,a05|a36,a05|a36,s01065
1066,a07|a08|a10|a14,a14,a07|a08|a10
1067,s01067,s01067,s01067
1068,a01|a05,a01|a05,s01068
1069,s01069,s01069,s01069
1070,a01|a05|a32,a01|a05|a32,s01070
1071,s01071,s01071,s01071
1072,a17|a18,a17|a18,s01072
1073,a07|a08|a10,s01073,a07|a08|a10
1074,s01074,s01074,s01074
1075,a17|a19,a17|a19,s01075
1076,a14,a14,s01076
1077,a05|a08|a14|a17,a05|a14|a17,a08
1078,s01078,s01078,s01078
1079,a14,a14,s01079
1080,a14,a14,s01080
1081,a07|a08|a10,s01081,a07|a08|a10
1082,a05|a14,a05|a14,s01082
1083,a05|a07|a10|a16,a05|a16,a07|a10
1084,a08,s01084,a08
1085,a17|a19,a17|a19,s01085
1086,a05|a14|a17|a41,a05|a14|a17|a41,s01086
1087,s01087,s01087,s01087
1088,a05|a14|a16,a05|a14|a16,s01088
1089,a05|a14|a16,a05|a14|a16,s01089
1090,a07|a08|a10,s01090,a07|a08|a10
1091,a05|a07|a10|a16,a05|a16,a07|a10
1092,a05|a14|a16,a05|a14|a16,s01092
1093,a17|a19,a17|a19,s01093
1094,a05|a17,a05|a17,s01094
1095,a05|a17|a36,a05|a17|a36,s01095
1096,a05|a14,a05|a14,s01096
1097,s01097,s01097,s01097
1098,a14,a14,s01098
1099,a05|a19|a34,a05|a19|a34,s01099
1100,a05|a14,a05|a14,s01100
1101,a05|a14|a21,a05|a14|a21,s01101
1102,a17|a18,a17|a18,s01102
1103,a05,a05,s01103
1104,a05|a18,a05|a18,s01104
1105,a16,a16,s01105
1106,a05|a19|a34,a05|a19|a34,s01106
1107,a01|a19,a01|a19,s01107
1108,a14,a14,s01108
1109,s01109,s01109,s01109
1110,a05|a14|a21,a05|a14|a21,s01110
1111,s01111,s01111,s01111
1112,a14,a14,s01112
1113,a05|a17,a05|a17,s01113
1114,s01114,s01114,s01114
1115,a14|a21,a14|a21,s01115
1116,a05|a19|a34,a05|a19|a34,s01116
1117,a05|a14|a16,a05|a14|a16,s01117
1118,a05|a17,a05|a17,s01118
1119,a05,a05,s01119
1120,a05|a08|a14|a17,a05|a14|a17,a08
1121,a07,s01121,a07
1122,a05|a14|a41,a05|a14|a41,s01122
1123,a05|a14|a16,a05|a14|a16,s01123
1124,s01124,s01124,s01124
1125,s01125,s01125,s01125
1126,s01126,s01126,s01126
1127,a05|a17,a05|a17,s01127
1128,a05|a36,a05|a36,s01128
1129,a14,a14,s01129
1130,s01130,s01130,s01130
1131,a05,a05,s01131
1132,s01132,s01132,s01132
1133,a14,a14,s01133
1134,a17|a18,a17|a18,s01134
1135,s01135,s01135,s01135
1136,s01136,s01136,s01136
1137,a05|a14|a17|a41,a05|a14|a17|a41,s01137
1138,a14,a14,s01138
1139,a05|a14,a05|a14,s01139
1140,s01140,s01140,s01140
1141,s01141,s01141,s01141
1142,a05|a17|a19,a05|a17|a19,s01142
1143,s01143,s01143,s01143
1144,a05|a10|a14,a05|a14,a10
1145,a05|a17|a19,a05|a17|a19,s01145
1146,a05|a10|a14,a05|a14,a10
1147,a05|a14|a16,a05|a14|a16,s01147
1148,a14,a14,s01148
1149,a05|a14|a16,a05|a14|a16,s01149
1150,a05|a36,a05|a36,s01150
1151,a05,a05,s01151
1152,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s01152
1153,s01153,s01153,s01153
1154,s01154,s01154,s01154
1155,a07,s01155,a07
1156,a05|a17,a05|a17,s01156
1157,a05|a14,a05|a14,s01157
1158,a17,a17,s01158
1159,a14,a14,s01159
1160,a05|a14|a41,a05|a14|a41,s01160
1161,a05,a05,s01161
1162,a14,a14,s01162
1163,a05|a18,a05|a18,s01163
1164,a05,a05,s01164
1165,s01165,s01165,s01165
1166,s01166,s01166,s01166
1167,a05|a14|a16,a05|a14|a16,s01167
1168,s01168,s01168,s01168
1169,a14,a14,s01169
1170,a05|a14,a05|a14,s01170
1171,s01171,s01171,s01171
1172,a05|a10|a14,a05|a14,a10
1173,a05|a14|a16,a05|a14|a16,s01173
1174,a17|a36,a17|a36,s01174
1175,s01175,s01175,s01175
1176,a05|a07|a10|a16,a05|a16,a07|a10
1177,s01177,s01177,s01177
1178,a07,s01178,a07
1179,s01179,s01179,s01179
1180,s01180,s01180,s01180
1181,s01181,s01181,s01181
1182,s01182,s01182,s01182
1183,a01|a19,a01|a19,s01183
1184,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s01184
1185,a05|a07|a10|a16,a05|a16,a07|a10
1186,a05|a14,a05|a14,s01186
1187,a05|a14,a05|a14,s01187
1188,a05|a14|a17,a05|a14|a17,s01188
1189,s01189,s01189,s01189
1190,s01190,s01190,s01190
1191,a05|a14|a41,a05|a14|a41,s01191
1192,s01192,s01192,s01192
1193,a05|a14|a17,a05|a14|a17,s01193
1194,a05|a14|a17|a41,a05|a14|a17|a41,s01194
1195,a17,a17,s01195
1196,a08,s01196,a08
1197,s01197,s01197,s01197
1198,a05,a05,s01198
1199,s01199,s01199,s01199
1200,a05|a14|a21,a05|a14|a21,s01200
1201,s01201,s01201,s01201
1202,a01|a05|a32,a01|a05|a32,s01202
1203,a17|a18,a17|a18,s01203
1204,a05|a19|a34,a05|a19|a34,s01204
1205,s01205,s01205,s01205
1206,s01206,s01206,s01206
1207,a05,a05,s01207
1208,s01208,s01208,s01208
1209,s01209,s01209,s01209
1210,a17|a19,a17|a19,s01210
1211,a05|a17|a18,a05|a17|a18,s01211
1212,a05|a14|a16,a05|a14|a16,s01212
1213,s01213,s01213,s01213
1214,a16,a16,s01214
1215,a05|a14,a05|a14,s01215
1216,a01|a19,a01|a19,s01216
1217,s01217,s01217,s01217
1218,a05|a14|a41,a05|a14|a41,s01218
1219,a05|a14|a21,a05|a14|a21,s01219
1220,s01220,s01220,s01220
1221,a05|a18,a05|a18,s01221
1222,a14,a14,s01222
1223,a05|a08|a10|a14,a05|a14,a08|a10
1224,s01224,s01224,s01224
1225,s01225,s01225,s01225
1226,a05|a14|a16,a05|a14|a16,s01226
1227,a14,a14,s01227
1228,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
1229,s01229,s01229,s01229
1230,a07,s01230,a07
1231,a05|a14,a05|a14,s01231
1232,a05|a17,a05|a17,s01232
1233,a05|a14|a17,a05|a14|a17,s01233
1234,a05|a14,a05|a14,s01234
1235,a05|a18,a05|a18,s01235
1236,s01236,s01236,s01236
1237,a05|a17,a05|a17,s01237
1238,a16,a16,s01238
1239,a05|a10|a14,a05|a14,a10
1240,a05|a14|a16,a05|a14|a16,s01240
1241,a05|a14,a05|a14,s01241
1242,a08,s01242,a08
1243,s01243,s01243,s01243
1244,a05|a14,a05|a14,s01244
1245,a01|a05,a01|a05,s01245
1246,a10|a14,a14,a10
1247,a01|a05|a32,a01|a05|a32,s01247
1248,a05|a17|a19,a05|a17|a19,s01248
1249,a05,a05,s01249
1250,s01250,s01250,s01250
1251,s01251,s01251,s01251
1252,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s01252
1253,s01253,s01253,s01253
1254,a01|a05|a32,a01|a05|a32,s01254
1255,a05|a14,a05|a14,s01255
1256,s01256,s01256,s01256
1257,a05|a17|a36,a05|a17|a36,s01257
1258,a05,a05,s01258
1259,s01259,s01259,s01259
1260,s01260,s01260,s01260
1261,a05|a14,a05|a14,s01261
1262,a05|a14|a16,a05|a14|a16,s01262
1263,a05|a14|a16,a05|a14|a16,s01263
1264,s01264,s01264,s01264
1265,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s01265
1266,s01266,s01266,s01266
1267,a05,a05,s01267
1268,s01268,s01268,s01268
1269,a07,s01269,a07
1270,a14,a14,s01270
1271,a17|a19,a17|a19,s01271
1272,s01272,s01272,s01272
1273,a14,a14,s01273
1274,a05|a07|a10|a16,a05|a16,a07|a10
1275,a05|a14,a05|a14,s01275
1276,a05|a14|a16,a05|a14|a16,s01276
1277,a14,a14,s01277
1278,a05|a14,a05|a14,s01278
1279,a05|a14|a41,a05|a14|a41,s01279
1280,a05|a14|a41,a05|a14|a41,s01280
1281,s01281,s01281,s01281
1282,a07,s01282,a07
1283,a05|a14|a21,a05|a14|a21,s01283
1284,s01284,s01284,s01284
1285,a05|a14|a41,a05|a14|a41,s01285
1286,a05,a05,s01286
1287,a05,a05,s01287
1288,a05|a17|a36,a05|a17|a36,s01288
1289,a05|a14|a17|a41,a05|a14|a17|a41,s01289
1290,a05|a07|a10|a16,a05|a16,a07|a10
1291,s01291,s01291,s01291
1292,a05|a17,a05|a17,s01292
1293,s01293,s01293,s01293
1294,a05|a17|a36,a05|a17|a36,s01294
1295,a05|a17,a05|a17,s01295
1296,a05|a14,a05|a14,s01296
1297,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s01297
1298,a17,a17,s01298
1299,a17|a36,a17|a36,s01299
1300,a05,a05,s01300
1301,a05|a14,a05|a14,s01301
1302,s01302,s01302,s01302
1303,a05|a17,a05|a17,s01303
1304,s01304,s01304,s01304
1305,s01305,s01305,s01305
1306,s01306,s01306,s01306
1307,a05|a36,a05|a36,s01307
1308,s01308,s01308,s01308
1309,a05|a36,a05|a36,s01309
1310,s01310,s01310,s01310
1311,a05|a36,a05|a36,s01311
1312,a05,a05,s01312
1313,a05,a05,s01313
1314,s01314,s01314,s01314
1315,s01315,s01315,s01315
1316,a03|a05|a17|a36,a03|a05|a17|a36,s01316
1317,a05|a17,a05|a17,s01317
1318,a05|a14,a05|a14,s01318
1319,s01319,s01319,s01319
1320,s01320,s01320,s01320
1321,s01321,s01321,s01321
1322,s01322,s01322,s01322
1323,a14,a14,s01323
1324,s01324,s01324,s01324
1325,a17|a18,a17|a18,s01325
1326,s01326,s01326,s01326
1327,a05|a14|a16,a05|a14|a16,s01327
1328,a05|a36,a05|a36,s01328
1329,a05,a05,s01329
1330,s01330,s01330,s01330
1331,a05|a14,a05|a14,s01331
1332,a17,a17,s01332
1333,a05|a08|a14|a17,a05|a14|a17,a08
1334,a05|a14,a05|a14,s01334
1335,a05|a17,a05|a17,s01335
1336,a05,a05,s01336
1337,a05|a14|a16,a05|a14|a16,s01337
1338,s01338,s01338,s01338
1339,a05|a14|a16,a05|a14|a16,s01339
1340,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s01340
1341,a05|a08|a14|a17,a05|a14|a17,a08
1342,s01342,s01342,s01342
1343,s01343,s01343,s01343
1344,a14,a14,s01344
1345,a01|a05|a32,a01|a05|a32,s01345
1346,s01346,s01346,s01346
1347,a14,a14,s01347
1348,s01348,s01348,s01348
1349,a10|a14,a14,a10
1350,a05|a14,a05|a14,s01350
1351,a05|a19|a34,a05|a19|a34,s01351
1352,a17|a19,a17|a19,s01352
1353,s01353,s01353,s01353
1354,s01354,s01354,s01354
1355,a17|a36,a17|a36,s01355
1356,a05|a14|a17|a41,a05|a14|a17|a41,s01356
1357,a05|a14|a36,a05|a14|a36,s01357
1358,a05|a14,a05|a14,s01358
1359,a10|a14,a14,a10
1360,a17|a19,a17|a19,s01360
1361,a05,a05,s01361
1362,a05|a14|a16,a05|a14|a16,s01362
1363,a01|a05,a01|a05,s01363
1364,s01364,s01364,s01364
1365,s01365,s01365,s01365
1366,a05|a17,a05|a17,s01366
1367,a17|a36,a17|a36,s01367
1368,s01368,s01368,s01368
1369,s01369,s01369,s01369
1370,a05|a14|a17|a41,a05|a14|a17|a41,s01370
1371,a05|a17|a18,a05|a17|a18,s01371
1372,a05,a05,s01372
1373,a16,a16,s01373
1374,a05,a05,s01374
1375,a05|a14|a16,a05|a14|a16,s01375
1376,a05|a14,a05|a14,s01376
1377,a14,a14,s01377
1378,a05|a14|a16,a05|a14|a16,s01378
1379,a05|a14|a41,a05|a14|a41,s01379
1380,a05|a17|a36,a05|a17|a36,s01380
1381,a05|a17|a19,a05|a17|a19,s01381
1382,a01|a05,a01|a05,s01382
1383,a01|a05|a32,a01|a05|a32,s01383
1384,a14,a14,s01384
1385,a03|a05|a17|a36,a03|a05|a17|a36,s01385
1386,a08,s01386,a08
1387,s01387,s01387,s01387
1388,a05|a17|a19,a05|a17|a19,s01388
1389,a05|a14,a05|a14,s01389
1390,a05|a08|a10|a14,a05|a14,a08|a10
1391,a05|a07|a10|a16,a05|a16,a07|a10
1392,a16,a16,s01392
1393,a05|a14|a36,a05|a14|a36,s01393
1394,a14,a14,s01394
1395,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
1396,a07,s01396,a07
1397,a05|a17|a18,a05|a17|a18,s01397
1398,a05|a17|a18,a05|a17|a18,s01398
1399,s01399,s01399,s01399
1400,a05|a14,a05|a14,s01400
1401,a05|a14|a17,a05|a14|a17,s01401
1402,s01402,s01402,s01402
1403,s01403,s01403,s01403
1404,a08,s01404,a08
1405,s01405,s01405,s01405
1406,s01406,s01406,s01406
1407,a07|a08|a10|a14,a14,a07|a08|a10
1408,a05|a08|a10|a14,a05|a14,a08|a10
1409,a07|a08|a10|a14,a14,a07|a08|a10
1410,a07,s01410,a07
1411,s01411,s01411,s01411
1412,a17|a19,a17|a19,s01412
1413,a17|a36,a17|a36,s01413
1414,s01414,s01414,s01414
1415,s01415,s01415,s01415
1416,s01416,s01416,s01416
1417,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
1418,s01418,s01418,s01418
1419,a08,s01419,a08
1420,a05|a14,a05|a14,s01420
1421,a05|a14|a16,a05|a14|a16,s01421
1422,s01422,s01422,s01422
1423,a05|a17|a19,a05|a17|a19,s01423
1424,a08,s01424,a08
1425,a05|a17,a05|a17,s01425
1426,a17|a36,a17|a36,s01426
1427,a05|a08|a14|a17,a05|a14|a17,a08
1428,a05|a17,a05|a17,s01428
1429,a05,a05,s01429
1430,a17|a36,a17|a36,s01430
1431,s01431,s01431,s01431
1432,a05|a14|a16,a05|a14|a16,s01432
1433,a05,a05,s01433
1434,s01434,s01434,s01434
1435,a14,a14,s01435
1436,s01436,s01436,s01436
1437,a10|a14,a14,a10
1438,a05|a14|a16,a05|a14|a16,s01438
1439,s01439,s01439,s01439
1440,s01440,s01440,s01440
1441,a05|a14,a05|a14,s01441
1442,a01|a05,a01|a05,s01442
1443,a05|a14,a05|a14,s01443
1444,s01444,s01444,s01444
1445,s01445,s01445,s01445
1446,s01446,s01446,s01446
1447,a05|a14|a16,a05|a14|a16,s01447
1448,a14,a14,s01448
1449,a05|a14|a17,a05|a14|a17,s01449
1450,s01450,s01450,s01450
1451,s01451,s01451,s01451
1452,s01452,s01452,s01452
1453,s01453,s01453,s01453
1454,a17|a18,a17|a18,s01454
1455,a05|a14|a16,a05|a14|a16,s01455
1456,s01456,s01456,s01456
1457,s01457,s01457,s01457
1458,a05|a14,a05|a14,s01458
1459,a07|a08|a10,s01459,a07|a08|a10
1460,a14,a14,s01460
1461,a14,a14,s01461
1462,a07|a08|a10|a14,a14,a07|a08|a10
1463,a05|a14|a16,a05|a14|a16,s01463
1464,a05|a14,a05|a14,s01464
1465,s01465,s01465,s01465
1466,a05|a14,a05|a14,s01466
1467,a05|a14,a05|a14,s01467
1468,s01468,s01468,s01468
1469,a14|a21,a14|a21,s01469
1470,a07|a08|a10,s01470,a07|a08|a10
1471,s01471,s01471,s01471
1472,s01472,s01472,s01472
1473,a05|a17,a05|a17,s01473
1474,a05|a14|a16,a05|a14|a16,s01474
1475,s01475,s01475,s01475
1476,a07,s01476,a07
1477,a05|a19|a34,a05|a19|a34,s01477
1478,a17|a19,a17|a19,s01478
1479,a05|a17|a19,a05|a17|a19,s01479
1480,a05|a14,a05|a14,s01480
1481,a05|a14,a05|a14,s01481
1482,a05|a19|a34,a05|a19|a34,s01482
1483,a14,a14,s01483
1484,a16,a16,s01484
1485,a05|a14|a21,a05|a14|a21,s01485
1486,a14|a21,a14|a21,s01486
1487,s01487,s01487,s01487
1488,a05|a18,a05|a18,s01488
1489,a17|a18,a17|a18,s01489
1490,a05|a14|a17,a05|a14|a17,s01490
1491,a05|a17,a05|a17,s01491
1492,a14,a14,s01492
1493,a17|a18,a17|a18,s01493
1494,a14|a21,a14|a21,s01494
1495,a05|a14|a16,a05|a14|a16,s01495
1496,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s01496
1497,a05|a17,a05|a17,s01497
1498,a05|a14,a05|a14,s01498
1499,a05|a14|a16,a05|a14|a16,s01499
1500,a05|a14|a17,a05|a14|a17,s01500
1501,a05|a14,a05|a14,s01501
1502,s01502,s01502,s01502
1503,a10|a14,a14,a10
1504,a03|a05|a17|a36,a03|a05|a17|a36,s01504
1505,a05|a19|a34,a05|a19|a34,s01505
1506,a05|a17|a18,a05|a17|a18,s01506
1507,a03|a05|a17|a36,a03|a05|a17|a36,s01507
1508,a05|a14|a36,a05|a14|a36,s01508
1509,a17|a19,a17|a19,s01509
1510,a01|a05,a01|a05,s01510
1511,s01511,s01511,s01511
1512,a01|a05|a32,a01|a05|a32,s01512
1513,a17|a18,a17|a18,s01513
1514,a05|a36,a05|a36,s01514
1515,s01515,s01515,s01515
1516,s01516,s01516,s01516
1517,a01|a05|a32,a01|a05|a32,s01517
1518,a05|a08|a14|a17,a05|a14|a17,a08
