egoid,apps_all
6247,a09|a14|a21
6248,a01|a07|a08|a09|a10|a11|a13
6249,a01|a03|a07|a08|a09|a10|a11|a14
6250,a01|a05
6251,a01|a05
6252,a01
6253,s06253
6254,a01|a05|a07|a19
6255,s06255
6256,s06256
6257,a07|a08|a09|a10
6258,a01|a37
6259,s06259
6260,s06260
6261,a05|a11
6262,a09|a11|a37|a43
6263,s06263
6264,s06264
6265,s06265
6266,a07
6267,s06267
6268,a01|a05|a07|a10
6269,a05|a09|a14
6270,a05
6271,a05
6272,a01|a06|a07
6273,a21
6274,s06274
6275,s06275
6276,s06276
6277,a01|a05|a12|a14|a16
6278,s06278
6279,s06279
6280,a05|a14
6281,s06281
6282,a07
6283,a19
6284,s06284
6285,s06285
6286,s06286
6287,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
6288,a07
6289,s06289
6290,a19
6291,s06291
6292,s06292
6293,a09|a11|a37|a43
6294,a01|a05|a07|a40
6295,a01
6296,a01|a05
6297,a05
6298,s06298
6299,a05
6300,s06300
6301,a37
6302,a01|a05|a14
6303,s06303
6304,s06304
6305,s06305
6306,a09|a14|a21
6307,a01|a05
6308,s06308
6309,s06309
6310,a01
6311,s06311
6312,s06312
6313,a01|a05|a18
6314,s06314
6315,s06315
6316,a01|a05
6317,a01|a07|a10
6318,s06318
6319,s06319
6320,s06320
6321,s06321
6322,a01|a37
6323,a01|a05|a08|a11|a12|a13|a14
6324,s06324
6325,s06325
6326,a01|a07
6327,a01|a07|a10|a11|a13
6328,s06328
6329,a01|a06|a10|a14|a19
6330,s06330
6331,s06331
6332,a01|a05|a18|a21
6333,s06333
6334,s06334
6335,a01
6336,s06336
6337,s06337
6338,s06338
6339,a01|a05|a07|a08
6340,s06340
6341,s06341
6342,a01|a05|a07|a10|a11
6343,s06343
6344,s06344
6345,a08|a16
6346,a37
6347,s06347
6348,s06348
6349,a01|a05|a14
6350,a07
6351,s06351
6352,a01|a07
6353,s06353
6354,a07
6355,a01
6356,s06356
6357,a01
6358,s06358
6359,a01|a07
6360,a01|a05
6361,s06361
6362,a21
6363,a01|a05|a07|a08|a10
6364,s06364
6365,a01
6366,s06366
6367,s06367
6368,s06368
6369,s06369
6370,a01
6371,a05|a10|a14|a17|a21
6372,a03|a07|a08
6373,a07|a09
6374,a07|a09
6375,a01|a05
6376,a05|a18
6377,a01|a05|a14
6378,s06378
6379,s06379
6380,s06380
6381,s06381
6382,s06382
6383,s06383
6384,s06384
6385,s06385
6386,a01|a07|a10|a11|a13
6387,s06387
6388,a01|a43
6389,a07|a08
6390,a02
6391,a01|a05|a12|a14|a16
6392,a09|a13
6393,s06393
6394,s06394
6395,a07|a09|a10|a13
6396,s06396
6397,a05|a11
6398,s06398
6399,s06399
6400,a01
6401,a01|a05|a07|a08|a10
6402,a07|a08|a10
6403,s06403
6404,s06404
6405,s06405
6406,s06406
6407,s06407
6408,a01
6409,s06409
6410,s06410
6411,a21
6412,a01|a05|a07|a09|a19
6413,a19
6414,a01|a05
6415,a05|a10|a14|a17|a21
6416,a01|a05|a18|a19
6417,a07|a08
6418,a01|a05|a12|a14|a16
6419,a01|a16|a19
6420,a01
6421,a07|a09|a10|a13
6422,a07|a08|a10
6423,a01|a16|a19
6424,a08|a16
6425,a07|a09|a10|a13
6426,s06426
6427,a01|a06|a07
6428,s06428
6429,s06429
6430,a01|a07|a25
6431,a01|a06|a10|a14|a19
6432,s06432
6433,a07
6434,a07|a08|a09|a10
6435,s06435
6436,s06436
6437,s06437
6438,s06438
6439,s06439
6440,a01|a05|a10|a19|a25|a34
6441,s06441
6442,s06442
6443,s06443
6444,a01
6445,a01
6446,a09|a11
6447,a01
6448,a01|a05
6449,a01|a07|a16
6450,a01|a05|a10|a19|a25|a34
6451,a07|a09
6452,s06452
6453,a01
6454,s06454
6455,a07|a09|a10|a13
6456,s06456
6457,s06457
6458,a01|a05|a14
6459,s06459
6460,a01|a07
6461,a05
6462,s06462
6463,a06|a10
6464,s06464
6465,a01|a05|a18|a19
6466,a07|a08|a10
6467,s06467
6468,s06468
6469,s06469
6470,s06470
6471,s06471
6472,s06472
6473,s06473
6474,s06474
6475,a01|a05
6476,s06476
6477,s06477
6478,s06478
6479,s06479
6480,a08
6481,a07|a08|a09|a10
6482,s06482
6483,a01|a37
6484,s06484
6485,a01|a05
6486,a01|a05|a07|a19|a32
6487,a01|a05
6488,s06488
6489,a07
6490,a01|a05|a08|a11|a12|a13|a14
6491,s06491
6492,s06492
6493,a05
6494,a01|a05
6495,s06495
6496,s06496
6497,a25
6498,a05|a18
6499,s06499
6500,s06500
6501,a06|a10
6502,s06502
6503,a01
6504,a01|a16|a19
6505,s06505
6506,s06506
6507,s06507
6508,a07
6509,s06509
6510,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
6511,s06511
6512,a01|a05|a18|a19
6513,a25
6514,a01
6515,a01|a05
6516,a03|a05|a16|a17
6517,s06517
6518,a01|a05
6519,a01
6520,s06520
6521,s06521
6522,s06522
6523,a05
6524,a03|a07|a08
6525,s06525
6526,a01|a05|a18|a21
6527,s06527
6528,a02
6529,s06529
6530,a01|a05
6531,a01|a05|a10|a19|a25|a34
6532,a01
6533,a07|a09|a10|a13
6534,a01|a07
6535,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
6536,s06536
6537,s06537
6538,s06538
6539,a01
6540,a05|a09|a14
6541,a03|a07|a08
6542,a01|a05|a07|a08
6543,s06543
6544,s06544
6545,s06545
6546,s06546
6547,a01
6548,s06548
6549,s06549
6550,s06550
6551,a07|a09|a10|a13
6552,a11|a24
6553,a02
6554,a01|a05
6555,a09|a14|a21
6556,s06556
6557,s06557
6558,s06558
6559,s06559
6560,s06560
6561,s06561
6562,s06562
6563,a01|a05|a18|a19
6564,s06564
6565,s06565
6566,a01|a05|a14
6567,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
6568,a07|a08
6569,a01|a05
6570,s06570
6571,a03|a07|a08
6572,s06572
6573,a01|a05|a07|a19
6574,a05
6575,s06575
6576,s06576
6577,s06577
6578,s06578
6579,a05|a14
6580,a09
6581,s06581
6582,a01|a05|a14
6583,s06583
6584,a09
6585,a01|a09
6586,a01|a07|a08|a09|a10|a11|a13
6587,s06587
6588,s06588
6589,a01|a05|a07|a19|a32
6590,s06590
6591,a01
6592,a01|a05|a07
6593,s06593
6594,s06594
6595,a09|a11|a37|a43
6596,a05
6597,a03|a07|a08
6598,a01|a05|a07|a09|a19
6599,s06599
6600,a01|a05|a17
6601,a01|a05
6602,s06602
6603,a07|a08
6604,s06604
6605,a01|a05|a07
6606,s06606
6607,a01|a03|a05|a18
6608,a09|a11
6609,a01
6610,a06|a10
6611,s06611
6612,a02
6613,s06613
6614,s06614
6615,s06615
6616,s06616
6617,s06617
6618,s06618
6619,s06619
6620,s06620
6621,s06621
6622,s06622
6623,a01|a07
6624,a01
6625,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
6626,s06626
6627,a07|a09|a10|a13
6628,a01
6629,a01|a05
6630,a01
6631,s06631
6632,s06632
6633,a01|a43
6634,s06634
6635,a05|a14
6636,s06636
6637,a05|a09|a14
6638,a01|a05|a07|a19
6639,s06639
6640,a01|a06|a07
6641,s06641
6642,a01
6643,s06643
6644,a09|a13
6645,a01
6646,s06646
6647,a01|a07
6648,s06648
6649,a01|a05
6650,s06650
6651,a01|a05|a07|a08
6652,a01
6653,a07|a09
6654,s06654
6655,a01|a43
6656,s06656
6657,a01|a05|a07|a40
6658,s06658
6659,s06659
6660,s06660
6661,a05
6662,a08|a16
6663,s06663
6664,s06664
6665,s06665
6666,a01
6667,a01|a05|a07|a08|a10
6668,s06668
6669,s06669
6670,s06670
6671,s06671
6672,a01|a05|a18|a21
6673,s06673
6674,s06674
6675,s06675
6676,s06676
6677,s06677
6678,a07|a08
6679,a01
6680,a01
6681,a05|a14
6682,s06682
6683,s06683
6684,a05|a11
6685,a01|a05|a14
6686,a01|a05
6687,s06687
6688,a03|a07|a08
6689,a01|a05|a07|a10|a11
6690,s06690
6691,s06691
6692,s06692
6693,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
6694,s06694
6695,a01|a05|a07|a09|a19
6696,s06696
6697,a01|a05|a14
6698,s06698
6699,a06|a10
6700,a01
6701,a09
6702,a07|a09
6703,a01|a06|a07|a08|a10
6704,s06704
6705,a01|a05|a12|a14|a16
6706,s06706
6707,a01|a05|a07|a09|a19
6708,a01|a05|a12|a14|a16
6709,s06709
6710,s06710
6711,s06711
6712,s06712
6713,s06713
6714,a05|a10|a14|a17|a21
6715,a01|a07|a10|a11|a13
6716,a01|a03|a07|a08|a09|a10|a11|a14
6717,a07|a08
6718,a01|a05|a07
6719,s06719
6720,a01
6721,a01|a05|a14
6722,s06722
6723,a05|a14
6724,a01|a09
6725,a01|a07|a10|a11|a13
6726,a01|a07|a25
6727,s06727
6728,s06728
6729,s06729
6730,a01|a05|a18|a21
6731,s06731
6732,s06732
6733,a07|a08|a31
6734,a05|a36
6735,a14|a41
6736,s06736
6737,a05
6738,s06738
6739,a14
6740,a05
6741,s06741
6742,s06742
6743,a14
6744,a14
6745,a05|a14
6746,a05
6747,a07|a08
6748,s06748
6749,a05
6750,a05|a14
6751,a05|a14
6752,s06752
6753,a05
6754,s06754
6755,a05|a14|a17|a18
6756,a05|a14
6757,a07|a08
6758,a05|a14
6759,s06759
6760,a01|a05|a14
6761,a05|a34
6762,a07|a08
6763,s06763
6764,a07|a08
6765,s06765
6766,s06766
6767,s06767
6768,a05|a14
6769,s06769
6770,a07|a08|a10|a14
6771,a05|a14
6772,a05
6773,a14
6774,a14
6775,s06775
6776,a05|a14
6777,a05|a14
6778,a14
6779,a14
6780,a23
6781,a23
6782,a05|a14
6783,a14
6784,a05|a36
6785,a14
6786,a07
6787,a23
6788,s06788
6789,a07|a08
6790,a07|a14
6791,a12
6792,a05
6793,a01|a05|a14
6794,s06794
6795,a12
6796,s06796
6797,a07
6798,a05|a14
6799,s06799
6800,a01|a05|a14
6801,a05
6802,a05
6803,s06803
6804,a05|a17
6805,s06805
6806,s06806
6807,a05
6808,a05
6809,a01|a05|a14
6810,a05
6811,s06811
6812,a05
6813,a05|a10|a14
6814,a14
6815,a07
6816,a05
6817,s06817
6818,a05
6819,a14
6820,a08|a14
6821,a05
6822,a05|a10|a14
6823,s06823
6824,a07
6825,s06825
6826,s06826
6827,a05|a14
6828,a05|a14
6829,a05|a09|a14|a16
6830,a05|a14
6831,a05|a10|a14
6832,a14
6833,a12
6834,s06834
6835,a12
6836,s06836
6837,a01|a05|a14
6838,a12
6839,a05|a14
6840,a05|a14
6841,a05|a14
6842,a05|a10|a14
6843,s06843
6844,a05
6845,a05|a10|a14
6846,a14
6847,a05|a14
6848,a05
6849,a05
6850,s06850
6851,a05|a14
6852,a07
6853,a05|a14
6854,s06854
6855,s06855
6856,a05|a14
6857,a14
6858,a07|a08
6859,a23
6860,s06860
6861,a07|a08
6862,a05
6863,a07
6864,a05
6865,a05
6866,a07|a08
6867,a05|a17
6868,a07
6869,a07
6870,a01|a05|a14
6871,a07|a08|a10
6872,a14
6873,a05
6874,a05
6875,s06875
6876,a07
6877,a05|a14
6878,a07
6879,a07|a08|a31
6880,s06880
6881,s06881
6882,a14|a41
6883,a07
6884,a12
6885,s06885
6886,a07|a08
6887,a05|a14
6888,a01|a05|a14
6889,a07|a08
6890,a05
6891,s06891
6892,a05|a09|a14|a16
6893,a07|a08
6894,s06894
6895,s06895
6896,s06896
6897,s06897
6898,a05|a10|a14
6899,a07
6900,s06900
6901,a01|a05|a14
6902,a08
6903,a12
6904,s06904
6905,a05
6906,a07|a10
6907,a05|a34
6908,a05
6909,s06909
6910,s06910
6911,a05|a14
6912,a07
6913,a05|a14
6914,s06914
6915,s06915
6916,s06916
6917,a05
6918,a07|a08
6919,a05
6920,a05
6921,a07|a08
6922,a05|a14|a16
6923,s06923
6924,a05|a14|a17|a18
6925,s06925
6926,a05|a10|a14
6927,a05|a14
6928,s06928
6929,a05
6930,a07|a08|a10|a14
6931,s06931
6932,a05|a07|a14|a25|a46
6933,s06933
6934,s06934
6935,a05
6936,a05
6937,a14
6938,a05|a36
6939,s06939
6940,a05
6941,a05|a14
6942,a05|a14
6943,a05|a10|a14
6944,a05
6945,a14
6946,s06946
6947,a07
6948,a05
6949,a07
6950,a05|a14
6951,s06951
6952,a07
6953,a14
6954,a07|a10
6955,a05
6956,a07|a10
6957,s06957
6958,a23
6959,a05
6960,a07|a08
6961,a07
6962,a05|a36
6963,a08
6964,a07
6965,a23
6966,s06966
6967,s06967
6968,s06968
6969,a05|a10|a14
6970,a05
6971,a07|a08
6972,a07|a10
6973,a14
6974,s06974
6975,a05
6976,a01|a05|a14
6977,s06977
6978,a05|a10|a14
6979,a05
6980,s06980
6981,a05|a14
6982,a05|a14
6983,s06983
6984,a07
6985,a07|a08
6986,a05|a14
6987,a07|a08
6988,a01|a05|a14
6989,a05|a14
6990,a05|a14
6991,a05|a36
6992,a05
6993,a05|a34
6994,a07|a08
6995,a07|a08
6996,s06996
6997,a05|a14|a16
6998,a12
6999,a07
7000,s07000
7001,s07001
7002,a14
7003,a12
7004,s07004
7005,a05|a36
7006,a05|a14
7007,a05|a14
7008,a14
7009,a05|a10|a14
7010,s07010
7011,s07011
7012,a05|a07|a14|a25|a46
7013,a07
7014,a07
7015,a12
7016,a05
7017,a07
7018,s07018
7019,a07|a10
7020,a05
7021,s07021
7022,s07022
7023,s07023
7024,a07|a10
7025,a14
7026,a05
7027,s07027
7028,s07028
7029,a05|a07|a14|a25|a46
7030,a07
7031,a05|a14
7032,s07032
7033,a05|a10|a14
7034,s07034
7035,s07035
7036,a14|a41
7037,a07
7038,a07
7039,a05|a10|a14
7040,a05|a36
7041,s07041
7042,a05|a10|a14
7043,a05
7044,a05|a10|a14
7045,a05|a14
7046,a05|a36
7047,s07047
7048,a05|a14
7049,s07049
7050,a07|a10
7051,s07051
7052,s07052
7053,a01|a05|a14
7054,a07|a08
7055,s07055
7056,s07056
7057,a05
7058,s07058
7059,a07
7060,a05
7061,a12
7062,a01|a05|a14
7063,a05|a14
7064,s07064
7065,a14
7066,a05
7067,s07067
7068,a01|a05|a14
7069,a05|a14
7070,a05|a14
7071,a05|a14
7072,a07|a08
7073,s07073
7074,a07
7075,a05
7076,s07076
7077,a05|a36
7078,a05
7079,a05|a10|a14
7080,s07080
7081,a12
7082,s07082
7083,a05
7084,s07084
7085,a07|a08|a10|a14
7086,s07086
7087,s07087
7088,s07088
7089,s07089
7090,a14
7091,s07091
7092,a05|a14
7093,a05|a36
7094,s07094
7095,a12
7096,a14
7097,s07097
7098,a05
7099,a08|a14
7100,s07100
7101,a05
7102,a05|a14
7103,s07103
7104,a07|a08|a10
7105,a07|a08
7106,a05|a36
7107,a05
7108,a07
7109,a05
7110,a05|a14
7111,a05|a14
7112,s07112
7113,a05
7114,a05|a10|a14
7115,a05
7116,a05
7117,s07117
7118,a12|a51
7119,a05
7120,s07120
7121,a05|a10|a14
7122,a14
7123,a07|a08|a10|a14
7124,a05|a10|a14
7125,a05
7126,a07|a10
7127,a05|a14
7128,s07128
7129,s07129
7130,s07130
7131,a05
7132,a05|a10|a14
7133,a07
7134,a07
7135,s07135
7136,a05
7137,a12|a51
7138,a05|a14
7139,a14
7140,s07140
7141,s07141
7142,s07142
7143,a05
7144,s07144
7145,a05|a14|a17|a18
7146,a05
7147,a05
7148,a05
7149,s07149
7150,s07150
7151,s07151
7152,a05
7153,s07153
7154,a05
7155,a05|a14
7156,a05|a14
7157,a07|a08
7158,a14
7159,a05|a14
7160,a05
7161,a05
7162,a05|a14
7163,a05|a36
7164,s07164
7165,a14
7166,a07|a08
7167,a07|a08
7168,a05|a17
7169,s07169
7170,a05|a14
7171,a12
7172,s07172
7173,a08
7174,s07174
7175,a05|a09|a14|a16
7176,a05|a14
7177,a05|a14
7178,s07178
7179,a07|a08
7180,s07180
7181,a14
7182,s07182
7183,a07|a08
7184,a12|a51
7185,a05
7186,s07186
7187,a05|a14
7188,a05|a14
7189,a08|a14
7190,a07|a08
7191,a05
7192,a05
7193,a05
7194,a07
7195,s07195
7196,a01|a05|a14
7197,s07197
7198,s07198
7199,a05|a07|a14|a25|a46
7200,a05|a14
7201,a05|a14
7202,a05|a14
7203,a05|a34
7204,a07
7205,a05|a17
7206,a14
7207,a05
7208,a05|a10|a14
7209,s07209
7210,a05
7211,a07|a08
7212,a07|a08
7213,a07|a08|a31
7214,s07214
7215,a05|a10|a14
7216,s07216
7217,a12
7218,a07|a08
7219,a07|a08|a10
7220,a05
7221,a05|a10|a14
7222,a05|a10|a14
7223,a05
7224,a05
7225,a07|a08|a31
7226,a07|a08|a10|a14
7227,a05|a17
7228,a01|a05|a14
7229,a05|a10|a14
7230,s07230
7231,a07|a08|a31
7232,a05|a14
7233,a05|a14
7234,a14
7235,a05
7236,a05|a14
7237,a05|a10|a14
7238,a07|a08
7239,a07|a10
7240,s07240
7241,a14
7242,a07|a08
7243,s07243
7244,a07|a08|a31
7245,a05|a14
7246,a07
7247,a05|a36
7248,a05|a14|a16
7249,a05|a14
7250,a07
7251,a14
7252,a05|a10|a14
7253,a05|a14
7254,s07254
7255,a05|a10|a14
7256,a05|a10|a14
7257,a05|a14
7258,a14
7259,a05|a36
7260,a07|a08|a31
7261,a14
7262,s07262
7263,a14
7264,a14
7265,a05|a14
7266,a05|a10|a14
7267,a05
7268,a05
7269,a05
7270,a14|a41
7271,s07271
7272,s07272
7273,a07|a08|a31
7274,a14
7275,s07275
7276,a01|a05|a14
7277,a05
7278,a05
7279,a08|a14
7280,a05
7281,s07281
7282,a05|a14
7283,a14
7284,a05|a14
7285,a05|a14
7286,a05
7287,a05|a14
7288,a05|a10|a14
7289,s07289
7290,s07290
7291,a07
7292,s07292
7293,a07|a08
7294,a05
7295,a07
7296,s07296
7297,a12
7298,s07298
7299,a14
7300,a07|a08|a10|a14
7301,a05|a36
7302,s07302
7303,a14
7304,a05
7305,a05|a36
7306,a05
7307,a05|a10|a14
7308,a07
7309,a07|a14
7310,a14
7311,a05
7312,a05|a10|a14
7313,s07313
7314,s07314
7315,a01|a05|a14
7316,s07316
7317,a05|a07|a14|a25|a46
7318,s07318
7319,a07
7320,s07320
7321,a07
7322,a07
7323,s07323
7324,a07
7325,a05|a14
7326,a07|a08
7327,a07|a08
7328,a07
7329,s07329
7330,a14
7331,a05
7332,a07|a08
7333,a05
7334,a05
7335,s07335
7336,s07336
7337,a05|a14
7338,a07|a08
7339,a05
7340,a05|a14
7341,a14
7342,a05|a14
7343,a05|a14
7344,a14
7345,a05
7346,a05|a10|a14
7347,a07
7348,a14|a41
7349,a05|a14
7350,a05|a14
7351,a05|a10|a14
7352,s07352
7353,a07|a08
7354,a07|a08|a10|a14
7355,a05|a14
7356,a01|a05|a14
7357,a05|a14
7358,a05
7359,s07359
7360,a05|a14|a17|a18
7361,s07361
7362,s07362
7363,a07
7364,a05|a14|a16
7365,s07365
7366,a23
7367,a05
7368,a07|a08|a31
7369,a05
7370,a07|a08|a10
7371,a07|a08
7372,a01|a05|a14
7373,a12
7374,a05|a10|a14
7375,a05
7376,a07
7377,a05
7378,a05|a09|a14|a16
7379,a08|a14
7380,a05|a10|a14
7381,s07381
7382,s07382
7383,s07383
7384,a05
7385,s07385
7386,a07
7387,a05|a14
7388,a05|a14
7389,s07389
7390,a07|a08
7391,s07391
7392,a05|a08|a14
7393,a01|a05|a14
7394,a05
7395,s07395
7396,s07396
7397,s07397
7398,s07398
7399,a05
7400,s07400
7401,a14
7402,a05|a14
7403,a05
7404,a12
7405,a07|a10
7406,s07406
7407,a12
7408,s07408
7409,a01|a05|a14
7410,a05|a14
7411,s07411
7412,a08|a14
7413,a07|a08
7414,s07414
7415,a12
7416,a01|a05|a14
7417,a05|a07|a14|a25|a46
7418,a05|a10|a14
7419,a05|a36
7420,s07420
7421,s07421
7422,s07422
7423,s07423
7424,a05|a14
7425,a05
7426,a07
7427,s07427
7428,a05|a07|a14|a25|a46
7429,a05|a14
7430,a14
7431,a05|a14
7432,s07432
7433,a05
7434,a05
7435,a07|a08
7436,a08|a14
7437,s07437
7438,a05|a14
7439,a05|a36
7440,s07440
7441,a05|a14
7442,a05
7443,a05|a14
7444,s07444
7445,s07445
7446,a01|a05|a14
7447,a05
7448,a05
7449,a07|a08
7450,a05
7451,s07451
7452,a12
7453,a05|a14
7454,a05|a14|a17|a18
7455,a07|a08
7456,a05
7457,a01|a05|a14
7458,a05
7459,a05|a14
7460,a05
7461,a08
7462,a05|a14
7463,s07463
7464,a01|a05|a14
7465,s07465
7466,a05|a14
7467,s07467
7468,a05
7469,a05|a34
7470,a05
7471,a05|a14
7472,s07472
7473,a23
7474,s07474
7475,a14
7476,s07476
7477,a07|a08
7478,a05
7479,s07479
7480,a05|a14
7481,a05|a14
7482,s07482
7483,s07483
7484,a05
7485,s07485
7486,a05
7487,a05
7488,s07488
7489,a05
7490,a07|a10
7491,a07
7492,s07492
7493,s07493
7494,a14
7495,s07495
7496,a05|a14
7497,a05|a10|a14
7498,s07498
7499,a05|a14|a16
7500,a08
7501,s07501
7502,a08|a14
7503,s07503
7504,a12
7505,s07505
7506,a14
7507,s07507
7508,s07508
7509,a05|a10|a14
7510,a05|a14
7511,s07511
7512,s07512
7513,a05
7514,a05|a14
7515,a05|a14
7516,a05
7517,a05
7518,s07518
7519,a05
7520,s07520
7521,s07521
7522,a05|a14
7523,s07523
7524,a05
7525,a05
7526,a07|a08
7527,a07|a14
7528,a05
7529,s07529
7530,s07530
7531,a05|a14
7532,a05
7533,a07|a08
7534,a07|a08
7535,a05
7536,s07536
7537,a05|a14
7538,s07538
7539,a05|a14
7540,a05
7541,a14
7542,a05|a14
7543,a05|a14|a16
7544,a07|a08
7545,a01|a05|a14
7546,s07546
7547,s07547
7548,a12
7549,a08
7550,a05
7551,a05
7552,a05
7553,a05
7554,a07
7555,a05
7556,s07556
7557,a07|a08
7558,a05|a10|a14
7559,a07
7560,a05|a09|a14|a16
7561,a05
7562,a01|a05|a14
7563,a05|a14
7564,s07564
7565,a01|a05|a14
7566,a14
7567,a01|a05|a14
7568,s07568
7569,a05|a14
7570,a14
7571,s07571
7572,a05|a10|a14
7573,s07573
7574,s07574
7575,a07|a08
7576,a07
7577,a05|a14|a17|a18
7578,a12
7579,s07579
7580,a05
7581,a05
7582,s07582
7583,a05
7584,a05
7585,a07|a10
7586,a05
7587,a05|a09|a14|a16
7588,a12
7589,a07|a08
7590,a05|a14
7591,a07|a08
7592,s07592
7593,a14|a41
7594,a05
7595,a07|a08
7596,s07596
7597,s07597
7598,a05|a14
7599,a05|a14
7600,s07600
7601,a07|a10
7602,s07602
7603,s07603
7604,a05|a14
7605,a05|a10|a14
7606,a14
7607,a07|a14
7608,a01|a05|a14
7609,s07609
7610,a05
7611,s07611
7612,s07612
7613,s07613
7614,a14|a41
7615,a12
7616,a01|a05|a14
7617,a07
7618,a07|a08
7619,a05
7620,a05|a36
7621,a05
7622,s07622
7623,a05|a36
7624,s07624
7625,s07625
7626,a07|a08
7627,a05
7628,s07628
7629,a05|a14
7630,s07630
7631,a05|a14
7632,a05|a09|a14|a16
7633,a05
7634,s07634
7635,a01|a05|a14
7636,s07636
7637,s07637
7638,s07638
7639,a05
7640,a07|a08|a10
7641,a05|a07|a14|a25|a46
7642,s07642
7643,a01|a05|a14
7644,a05|a34
7645,a05|a14
7646,s07646
7647,a07|a08
7648,s07648
7649,s07649
7650,a07
7651,a05
7652,a14|a41
7653,a05|a10|a14
7654,a07
7655,a05|a10|a14
7656,a14
7657,a07|a10
7658,a12|a51
7659,a05|a14
7660,a07|a08
7661,a05
7662,a05|a14
7663,a05|a14
7664,a01|a05|a14
7665,a05
7666,a05
7667,a05|a10|a14
7668,a05|a36
7669,a05
7670,a05
7671,a05
7672,a05
7673,a14
7674,a07|a08
7675,s07675
7676,s07676
7677,a01|a05|a14
7678,a07|a08
7679,a14
7680,a01|a05|a14
7681,s07681
7682,a05|a14
7683,a05
7684,s07684
7685,a07|a08
7686,s07686
7687,s07687
7688,a05|a36
7689,s07689
7690,a14
7691,a14
7692,a05|a14|a16
7693,a05|a14
7694,a05
7695,s07695
7696,s07696
7697,a05|a14
7698,a05|a14
7699,s07699
7700,s07700
7701,a05|a14
7702,a05
7703,s07703
7704,a05
7705,a07|a08
7706,s07706
7707,a05
7708,s07708
7709,a05
7710,a14
7711,a05|a36
7712,a05
7713,a05|a14
7714,a05|a14
7715,a07|a14
7716,a07
7717,a05
7718,a05|a14
7719,s07719
7720,a14
7721,s07721
7722,a05
7723,a05
7724,s07724
7725,a07|a08
7726,a01|a05|a14
7727,s07727
7728,s07728
7729,a07
7730,s07730
7731,a05
7732,a05
7733,a14
7734,a05|a14
7735,s07735
7736,a07|a08
7737,a08|a14
7738,a05|a10|a14
7739,s07739
7740,s07740
7741,a07|a08
7742,s07742
7743,s07743
7744,a07|a08|a31
7745,s07745
7746,s07746
7747,a07
7748,s07748
7749,s07749
7750,s07750
7751,s07751
7752,a05|a14
7753,a07
7754,a05|a14
7755,a05
7756,a07
7757,a01|a05|a14
7758,s07758
7759,a07|a08
7760,a05|a14
7761,a07|a08
7762,s07762
7763,a05
7764,a07|a10
7765,s07765
7766,a12
7767,s07767
7768,a07
7769,a05|a14
7770,a05|a14
7771,a14
7772,s07772
7773,a07|a08
7774,a05|a14|a16
7775,a05|a14
7776,s07776
7777,a07
7778,a07|a08
7779,s07779
7780,s07780
7781,a01|a05|a14
7782,a07
7783,a12|a51
7784,a05
7785,a05|a10|a14
7786,a07|a08|a31
7787,a05|a14
7788,s07788
7789,a05|a14
7790,a07|a08
7791,s07791
7792,s07792
7793,a05|a14
7794,s07794
7795,a01|a05|a14
7796,s07796
7797,a12
7798,a05|a14
7799,a01|a05|a14
7800,a05|a10|a14
7801,a01|a05|a14
7802,a05
7803,a05
7804,a05
7805,a07|a14
7806,a05
7807,s07807
7808,a07|a14
7809,a14
7810,a05
7811,a07|a08
7812,a05
7813,a05|a14|a17|a18
7814,s07814
7815,a01|a05|a14
7816,a05|a10|a14
7817,a05|a10|a14
7818,a05
7819,a07
7820,a07|a08|a10
7821,a05|a14
7822,a05|a10|a14
7823,s07823
7824,a12
7825,a05
7826,a05|a10|a14
7827,a23
7828,a05
7829,s07829
7830,s07830
7831,a12
7832,a05|a14|a16
7833,a05|a14
7834,a07|a08|a31
7835,a05|a14|a17|a18
7836,a05
7837,a07
7838,a07
7839,s07839
7840,a05|a14
7841,s07841
7842,s07842
7843,s07843
7844,a05
7845,a05
7846,a05
7847,s07847
7848,s07848
7849,s07849
7850,s07850
7851,a05
7852,a07|a10
7853,s07853
7854,s07854
7855,a14
7856,a05|a14
7857,a05|a08|a14
7858,s07858
7859,a05
7860,a01|a05|a14
7861,s07861
7862,s07862
7863,a07|a08
7864,s07864
7865,a01|a05|a14
7866,a05|a14|a17|a18
7867,a05
7868,a05
7869,s07869
7870,a12
7871,s07871
7872,s07872
7873,a12
7874,a05|a14
7875,a05
7876,a07|a08
7877,s07877
7878,a07|a08|a31
7879,a05
7880,a07|a10
7881,a07|a08
7882,s07882
7883,s07883
7884,a07|a08
7885,a14|a41
7886,a05
7887,a05
7888,a05|a14
7889,a05
7890,a07
7891,a14
7892,s07892
7893,s07893
7894,s07894
7895,a05|a14
7896,s07896
7897,a07|a08
7898,a05
7899,a07
7900,a23
7901,a05
7902,a05|a14
7903,a14
7904,s07904
7905,s07905
7906,a05|a10|a14
7907,a05
7908,a05|a10|a14
7909,s07909
7910,a23
7911,a07|a14
7912,a07|a08|a31
7913,a07|a08|a31
7914,a05|a14
7915,a07|a08
7916,a14
7917,a14
7918,a07|a10
