egoid,venues_all,venues_dating,venues_nondating
611,v0221|v0903,s00611,v0221|v0903
612,v0980,s00612,v0980
613,v0665|v1189,s00613,v0665|v1189
614,v0928,s00614,v0928
615,v0665|v0687,s00615,v0665|v0687
616,v0389|v0665,s00616,v0389|v0665
617,v0923|v1169,s00617,v0923|v1169
618,v0221|v0665|v0687,s00618,v0221|v0665|v0687
619,s00619,s00619,s00619
620,s00620,s00620,s00620
621,v0128|v0363|v0388|v0875|v0896,s00621,v0128|v0363|v0388|v0875|v0896
622,v0974|v0975|v0982,v0974|v0975,v0982
623,v0065|v0388|v0389|v0975,v0975,v0065|v0388|v0389
624,v1228,s00624,v1228
625,v0262,s00625,v0262
626,v0268,s00626,v0268
627,v0043|v0264|v0997,v0997,v0043|v0264
628,v0027|v0603|v0661|v0960|v1115,s00628,v0027|v0603|v0661|v0960|v1115
629,s00629,s00629,s00629
630,v0391|v0665|v1127,s00630,v0391|v0665|v1127
631,v1127,s00631,v1127
632,v0389,s00632,v0389
633,v1091,s00633,v1091
634,v0390|v0959,s00634,v0390|v0959
635,s00635,s00635,s00635
636,v0268|v0360|v0495,s00636,v0268|v0360|v0495
637,v0388|v0432|v1062,s00637,v0388|v0432|v1062
638,v0109|v0390,s00638,v0109|v0390
639,s00639,s00639,s00639
640,v0087|v0104|v0998,v0104|v0998,v0087
641,v0197|v0262|v0974|v0993,v0197|v0974|v0993,v0262
642,v0051|v0331|v0390|v0789|v0998,v0051|v0998,v0331|v0390|v0789
643,v0065|v0388|v0615|v0905,v0905,v0065|v0388|v0615
644,s00644,s00644,s00644
645,v0087|v0481|v0745,s00645,v0087|v0481|v0745
646,v0420|v1144,s00646,v0420|v1144
647,v0995|v1189,v0995,v1189
648,v0538|v0911|v1155,s00648,v0538|v0911|v1155
649,s00649,s00649,s00649
650,v0375|v0388|v0828|v0875,s00650,v0375|v0388|v0828|v0875
651,v0599|v0667,s00651,v0599|v0667
652,v0391|v0998,v0998,v0391
653,v0464|v0603|v0923|v0960,s00653,v0464|v0603|v0923|v0960
654,v0109|v0390|v0576,s00654,v0109|v0390|v0576
655,v0567,s00655,v0567
656,v0707|v0895|v0996,s00656,v0707|v0895|v0996
657,s00657,s00657,s00657
658,v0656,s00658,v0656
659,s00659,s00659,s00659
660,v0956|v0960,s00660,v0956|v0960
661,s00661,s00661,s00661
662,v0251,s00662,v0251
663,v0087|v0358|v1074,s00663,v0087|v0358|v1074
664,v0262|v0513,s00664,v0262|v0513
665,v0665,s00665,v0665
666,s00666,s00666,s00666
667,v0096|v0197|v0262|v0974,v0096|v0197|v0974,v0262
668,v1141,s00668,v1141
669,v0050|v0391,s00669,v0050|v0391
670,v0960,s00670,v0960
671,v0050|v0109,s00671,v0050|v0109
672,v0264,s00672,v0264
673,v0389|v0391,s00673,v0389|v0391
674,v0992,v0992,s00674
675,v0615,s00675,v0615
676,v0828,s00676,v0828
677,v0050|v0111|v0974,v0974,v0050|v0111
678,s00678,s00678,s00678
679,s00679,s00679,s00679
680,v0346|v0390|v0736,s00680,v0346|v0390|v0736
681,v0730|v1199,s00681,v0730|v1199
682,v0333|v0647|v0663|v0816,v0663|v0816,v0333|v0647
683,v0043|v0340|v0992|v0998,v0340|v0992|v0998,v0043
684,s00684,s00684,s00684
685,v0730|v1199,s00685,v0730|v1199
686,v0901|v0974,v0974,v0901
687,v0358|v0364,v0364,v0358
688,v0489|v0665|v0890|v0974|v0977|v0992|v1043|v1065|v1125,v0489|v0890|v0974|v0992|v1065,v0665|v0977|v1043|v1125
689,v0176|v0804|v0974|v1043|v1065,v0974|v1065,v0176|v0804|v1043
690,v0177|v0185|v0992|v1000|v1043,v0992|v1000,v0177|v0185|v1043
691,v0998,v0998,s00691
692,v0050|v0363|v0364|v1195,v0364|v1195,v0050|v0363
693,s00693,s00693,s00693
694,v0998,v0998,s00694
695,s00695,s00695,s00695
696,s00696,s00696,s00696
697,v0602|v0951|v0986,v0951|v0986,v0602
698,v0769|v0886|v0999,v0769,v0886|v0999
699,s00699,s00699,s00699
700,v0520|v1074,v0520,v1074
701,v0251|v0974,v0974,v0251
702,v0050,s00702,v0050
703,v0364|v0513|v0730|v0977|v1045,v0364,v0513|v0730|v0977|v1045
704,v0042,v0042,s00704
705,v0522|v0814|v0998,v0814|v0998,v0522
706,v0998,v0998,s00706
707,v1060,s00707,v1060
708,s00708,s00708,s00708
709,v0615|v0960|v0992,v0992,v0615|v0960
710,v0222|v0726,v0726,v0222
711,v0031|v0998,v0998,v0031
712,v0050,s00712,v0050
713,v0050|v0337|v0974|v0992|v1074,v0337|v0974|v0992,v0050|v1074
714,v0960|v0992,v0992,v0960
715,s00715,s00715,s00715
716,v0974|v0977|v0979,v0974|v0979,v0977
717,v0177|v0804|v0974|v0975|v1065,v0974|v0975|v1065,v0177|v0804
718,v0974|v0994,v0974|v0994,s00718
719,v0042|v0448|v0998,v0042|v0448|v0998,s00719
720,v0663|v0957,v0663,v0957
721,v1074,s00721,v1074
722,s00722,s00722,s00722
723,v1199,s00723,v1199
724,v0071|v0900|v0992|v0993,v0900|v0992|v0993,v0071
725,v0924|v0974|v0994,v0974|v0994,v0924
726,s00726,s00726,s00726
727,v0602|v0793|v1074,s00727,v0602|v0793|v1074
728,v0998,v0998,s00728
729,v0266|v1060,s00729,v0266|v1060
730,v1000|v1104,v1000,v1104
731,v0109|v0128|v0363|v0364|v0974,v0364|v0974,v0109|v0128|v0363
732,s00732,s00732,s00732
733,s00733,s00733,s00733
734,s00734,s00734,s00734
735,v0994|v1198,v0994,v1198
736,v0198|v0992,v0992,v0198
737,v0185|v0441|v0550|v0886|v0959|v0998,v0550|v0998,v0185|v0441|v0886|v0959
738,v0975|v0994|v1006,v0975|v0994,v1006
739,v0391|v0399|v0665|v1148,s00739,v0391|v0399|v0665|v1148
740,v0621|v0955|v0993|v0994,v0621|v0955|v0993|v0994,s00740
741,v0364|v0898|v0974|v0979|v0994,v0364|v0898|v0974|v0979|v0994,s00741
742,v0050|v1074,s00742,v0050|v1074
743,v1006,s00743,v1006
744,v0982,s00744,v0982
745,v0251|v1082,s00745,v0251|v1082
746,s00746,s00746,s00746
747,v0389|v0556|v0667,s00747,v0389|v0556|v0667
748,s00748,s00748,s00748
749,s00749,s00749,s00749
750,v0278|v0615|v0974|v0975,v0278|v0974|v0975,v0615
751,v0027|v0361|v0560|v0857|v0958|v1074,v0361|v0857|v0958,v0027|v0560|v1074
752,v0221|v0731|v0915,s00752,v0221|v0731|v0915
753,v0859|v0975,v0859|v0975,s00753
754,v0512|v0999|v1116,s00754,v0512|v0999|v1116
755,s00755,s00755,s00755
756,v0102|v0109|v0155|v0221|v0333,s00756,v0102|v0109|v0155|v0221|v0333
757,v0050|v0227,v0227,v0050
758,v0955|v0993|v0994,v0955|v0993|v0994,s00758
759,v0998,v0998,s00759
760,v0069|v0251|v1082,s00760,v0069|v0251|v1082
761,s00761,s00761,s00761
762,v0974,v0974,s00762
763,v0649,v0649,s00763
764,v0875|v0975|v0994,v0975|v0994,v0875
765,s00765,s00765,s00765
766,v0278|v0805|v0974,v0278|v0974,v0805
767,s00767,s00767,s00767
768,v1213,s00768,v1213
769,v0128|v0321|v0432|v0468|v0959|v0975|v1000,v0975|v1000,v0128|v0321|v0432|v0468|v0959
770,v0665|v0923|v0974|v1062,v0974,v0665|v0923|v1062
771,v0361|v0571|v0975|v1071|v1074,v0361|v0975,v0571|v1071|v1074
772,v0430|v1074,s00772,v0430|v1074
773,v0212|v0915|v0974|v0975|v0977|v0999|v1062,v0974|v0975,v0212|v0915|v0977|v0999|v1062
774,v0198|v0507,s00774,v0198|v0507
775,v0391|v0430|v0507,s00775,v0391|v0430|v0507
776,v0050|v0974|v1000|v1074,v0974|v1000,v0050|v1074
777,s00777,s00777,s00777
778,v0678|v0974,v0974,v0678
779,v0087|v0244|v0953|v0960|v0974|v0975|v0999|v1013,v0974|v0975|v1013,v0087|v0244|v0953|v0960|v0999
780,v0974|v0975|v0992|v0993,v0974|v0975|v0992|v0993,s00780
781,v0198|v0960|v0992,v0992,v0198|v0960
782,s00782,s00782,s00782
783,s00783,s00783,s00783
784,s00784,s00784,s00784
785,v0729|v0833,s00785,v0729|v0833
786,v0960,s00786,v0960
787,s00787,s00787,s00787
788,s00788,s00788,s00788
789,v0874|v0923,s00789,v0874|v0923
790,v1074,s00790,v1074
791,v0955|v0975|v0993,v0955|v0975|v0993,s00791
792,v0975,v0975,s00792
793,v0975,v0975,s00793
794,v0998,v0998,s00794
795,v0109|v0364|v0964,v0364,v0109|v0964
796,v0199|v0215|v0291|v0556|v1137,v0215,v0199|v0291|v0556|v1137
797,v0215|v0920|v1001,v0215|v0920|v1001,s00797
798,s00798,s00798,s00798
799,v0109|v0364|v0663|v0814|v0977|v0985,v0364|v0663|v0814|v0985,v0109|v0977
800,v0804|v0974|v1043|v1065|v1074,v0974|v1065,v0804|v1043|v1074
801,v0375|v0974|v0975,v0974|v0975,v0375
802,v0998,v0998,s00802
803,v0088|v0185|v0380|v0718|v0769|v0886|v0891,v0380|v0718|v0769,v0088|v0185|v0886|v0891
804,v0602,s00804,v0602
805,v0245|v0366|v0619|v0737|v0974|v0975|v0992,v0245|v0366|v0974|v0975|v0992,v0619|v0737
806,v0097|v0572,s00806,v0097|v0572
807,v0620|v0678|v1001,v1001,v0620|v0678
808,v0170|v0251,s00808,v0170|v0251
809,v0227|v0773,v0227|v0773,s00809
810,v0979,v0979,s00810
811,v0994|v1199,v0994,v1199
812,v0069|v0221|v0291|v0362|v0938,s00812,v0069|v0221|v0291|v0362|v0938
813,v0665|v0890|v0974|v1045|v1065|v1080,v0890|v0974|v1065,v0665|v1045|v1080
814,s00814,s00814,s00814
815,v0917|v1000,v0917|v1000,s00815
816,s00816,s00816,s00816
817,v0389|v0658|v0974,v0974,v0389|v0658
818,v0018|v0083|v0138|v0215|v0227|v0891,v0138|v0215|v0227,v0018|v0083|v0891
819,v0245|v0773,v0245|v0773,s00819
820,v0071|v0900,v0900,v0071
821,v0974|v0992,v0974|v0992,s00821
822,v0389|v0983,s00822,v0389|v0983
823,v1005,s00823,v1005
824,v0725|v0975|v1180,v0725|v0975,v1180
825,s00825,s00825,s00825
826,v0391|v0399|v0432|v0603|v0665,s00826,v0391|v0399|v0432|v0603|v0665
827,v0915|v0974|v0977|v0992|v0999,v0974|v0992,v0915|v0977|v0999
828,v0545|v0588|v0992,v0588|v0992,v0545
829,v0031|v0275|v0958,v0958,v0031|v0275
830,v0992|v0994,v0992|v0994,s00830
831,v0212,s00831,v0212
832,v1199,s00832,v1199
833,v0262|v0358|v0520,v0520,v0262|v0358
834,v1001,v1001,s00834
835,v0097|v0177|v0572|v0810,v0810,v0097|v0177|v0572
836,v0198|v0615|v0960,s00836,v0198|v0615|v0960
837,v0266|v0644|v0703,s00837,v0266|v0644|v0703
838,s00838,s00838,s00838
839,s00839,s00839,s00839
840,v0507|v0665,s00840,v0507|v0665
841,v0087,s00841,v0087
842,s00842,s00842,s00842
843,v0378|v0468|v0602|v0959|v0974|v0992|v0995,v0378|v0974|v0992|v0995,v0468|v0602|v0959
844,v0096|v0974|v0992|v0995,v0096|v0974|v0992|v0995,s00844
845,v0227|v0384|v0974|v1213,v0227|v0974,v0384|v1213
846,v0635|v0923|v0974|v1062|v1127,v0974,v0635|v0923|v1062|v1127
847,v0364|v0974|v0992,v0364|v0974|v0992,s00847
848,v0337|v0974|v0992|v1074,v0337|v0974|v0992,v1074
849,v0278|v0855,v0278,v0855
850,v0982,s00850,v0982
851,v0109|v0239|v0358|v0745|v0992|v0999|v1013,v0992|v1013,v0109|v0239|v0358|v0745|v0999
852,v0047|v0129,v0047,v0129
853,s00853,s00853,s00853
854,v0302,s00854,v0302
855,v0097|v0572,s00855,v0097|v0572
856,v0391|v0399|v0432|v1148,s00856,v0391|v0399|v0432|v1148
857,v0955|v1154,v0955,v1154
858,v0920|v1001|v1043|v1114,v0920|v1001,v1043|v1114
859,v0244|v0953|v0960|v0975|v0992|v1013|v1114,v0975|v0992|v1013,v0244|v0953|v0960|v1114
860,v0165|v0185|v0389|v0974|v0977|v1043|v1045|v1065,v0974|v1065,v0165|v0185|v0389|v0977|v1043|v1045
861,v0938,s00861,v0938
862,v0114,s00862,v0114
863,s00863,s00863,s00863
864,v0665,s00864,v0665
865,v0050|v0769|v0886|v0891|v0994|v0998,v0769|v0994|v0998,v0050|v0886|v0891
866,v0678|v0974,v0974,v0678
867,v0299|v0340|v0384|v0994,v0299|v0340|v0994,v0384
868,v0050|v0975|v1074,v0975,v0050|v1074
869,s00869,s00869,s00869
870,v0405,s00870,v0405
871,v0602,s00871,v0602
872,v0130|v0389|v0960|v0974,v0130|v0974,v0389|v0960
873,v0068|v0391|v0430|v0507,s00873,v0068|v0391|v0430|v0507
874,v0507|v0511,s00874,v0507|v0511
875,v0262|v0358,s00875,v0262|v0358
876,s00876,s00876,s00876
877,v0110|v0247|v0718|v0998,v0110|v0247|v0718|v0998,s00877
878,v0097|v0389|v0572,s00878,v0097|v0389|v0572
879,v0955|v1213,v0955,v1213
880,s00880,s00880,s00880
881,v0818,v0818,s00881
882,v0222|v0855|v0916|v0917,v0916|v0917,v0222|v0855
883,v1199,s00883,v1199
884,v0102|v0355|v0599|v0647,s00884,v0102|v0355|v0599|v0647
885,v0360|v0389|v0556,s00885,v0360|v0389|v0556
886,s00886,s00886,s00886
887,v0773,v0773,s00887
888,v1082,s00888,v1082
889,v0262|v0358,s00889,v0262|v0358
890,v0278|v0974|v0975|v0992|v0993|v1000,v0278|v0974|v0975|v0992|v0993|v1000,s00890
891,v0340|v0974|v0992|v1074,v0340|v0974|v0992,v1074
892,v0087|v0244|v0953|v0974|v1013,v0974|v1013,v0087|v0244|v0953
893,v0974,v0974,s00893
894,v0087,s00894,v0087
895,s00895,s00895,s00895
896,v0255|v0291|v0550|v0992,v0255|v0550|v0992,v0291
897,v0358|v0512,s00897,v0358|v0512
898,v0489|v0572,v0489,v0572
899,v0227|v0550|v0773,v0227|v0550|v0773,s00899
900,v0221|v0291|v0618|v0651|v0804,v0618,v0221|v0291|v0651|v0804
901,v0110|v0626,v0110,v0626
902,v0545,s00902,v0545
903,v0333|v0358|v0513|v0665|v0917|v0975,v0917|v0975,v0333|v0358|v0513|v0665
904,v0827,v0827,s00904
905,v0974|v1074,v0974,v1074
906,v0786|v0978,s00906,v0786|v0978
907,v0130|v0389|v0992,v0130|v0992,v0389
908,v0047,v0047,s00908
909,v0793,s00909,v0793
910,v0042|v0300|v0975,v0042|v0300|v0975,s00910
911,v0391|v0399|v0432|v0603|v0665,s00911,v0391|v0399|v0432|v0603|v0665
912,v0221|v0599,s00912,v0221|v0599
913,v0998,v0998,s00913
914,v0050|v0974|v1074,v0974,v0050|v1074
915,v0520,v0520,s00915
916,v0364|v0532|v0663|v0974,v0364|v0663|v0974,v0532
917,v0974|v0979,v0974|v0979,s00917
918,v0361|v0391|v0399|v0730|v0990,v0361|v0990,v0391|v0399|v0730
919,s00919,s00919,s00919
920,v0071|v0793|v0915|v0993,v0993,v0071|v0793|v0915
921,s00921,s00921,s00921
922,v0389|v0960|v0995,v0995,v0389|v0960
923,v0361|v0388|v0857|v0992|v0996|v1029,v0361|v0857|v0992,v0388|v0996|v1029
924,s00924,s00924,s00924
925,s00925,s00925,s00925
926,s00926,s00926,s00926
927,v1199,s00927,v1199
928,v0520|v0974,v0520|v0974,s00928
929,v0357|v0992|v1000|v1001,v0357|v0992|v1000|v1001,s00929
930,v1082,s00930,v1082
931,v0364,v0364,s00931
932,v0731|v0974,v0974,v0731
933,s00933,s00933,s00933
934,v0087|v0221|v0959|v0994|v1139,v0994,v0087|v0221|v0959|v1139
935,v0193|v0974|v0978|v1043|v1065,v0193|v0974|v1065,v0978|v1043
936,v0176,s00936,v0176
937,s00937,s00937,s00937
938,v0251,s00938,v0251
939,v0043,s00939,v0043
940,v0212,s00940,v0212
941,v0602|v0951|v0986,v0951|v0986,v0602
942,v0109|v0364|v0737|v0992|v0993,v0364|v0992|v0993,v0109|v0737
943,v0844|v0974|v0992|v1062,v0974|v0992,v0844|v1062
944,s00944,s00944,s00944
945,v0239|v0358|v0512|v0513|v1182,s00945,v0239|v0358|v0512|v0513|v1182
946,v1082,s00946,v1082
947,v0994,v0994,s00947
948,v0031,s00948,v0031
949,v1060,s00949,v1060
950,s00950,s00950,s00950
951,s00951,s00951,s00951
952,v0955|v0994,v0955|v0994,s00952
953,v0621|v0917|v0955|v0975|v0993,v0621|v0917|v0955|v0975|v0993,s00953
954,v0520,v0520,s00954
955,v0266|v0365|v0773,v0365|v0773,v0266
956,v0109|v0366|v0522,v0366,v0109|v0522
957,v0071|v0468|v0665|v0992|v0993,v0992|v0993,v0071|v0468|v0665
958,v0955|v1122,v0955,v1122
959,v0998|v1082,v0998,v1082
960,v0231|v0642|v0716,v0642,v0231|v0716
961,v0786|v0974,v0974,v0786
962,v0399|v0432|v0603|v0665|v1148,s00962,v0399|v0432|v0603|v0665|v1148
963,v1198,s00963,v1198
964,v0992,v0992,s00964
965,v0678|v0974,v0974,v0678
966,v0097|v0389|v0572,s00966,v0097|v0389|v0572
967,v0437|v0773,v0437|v0773,s00967
968,s00968,s00968,s00968
969,v0602|v0951,v0951,v0602
970,v0266|v0703|v1140,s00970,v0266|v0703|v1140
971,v0251,s00971,v0251
972,v0525|v0645|v0923,s00972,v0525|v0645|v0923
973,v0360|v0389|v0556,s00973,v0360|v0389|v0556
974,v0071|v0992|v0993|v1116,v0992|v0993,v0071|v1116
975,v0844|v0974,v0974,v0844
976,v0994,v0994,s00976
977,v0974,v0974,s00977
978,v0326|v0974|v0994,v0974|v0994,v0326
979,v0975|v0992,v0975|v0992,s00979
980,v0325|v0647|v0974,v0974,v0325|v0647
981,v0185|v0215|v0333|v0920|v1001,v0215|v0920|v1001,v0185|v0333
982,v0097|v0572,s00982,v0097|v0572
983,v0357|v0804|v0982,v0357,v0804|v0982
984,v0087|v0244|v0245|v0917|v0953|v0959|v0960|v0975|v0992|v1013,v0245|v0917|v0975|v0992|v1013,v0087|v0244|v0953|v0959|v0960
985,v0353|v0360|v0389,s00985,v0353|v0360|v0389
986,s00986,s00986,s00986
987,v0348,v0348,s00987
988,v0975|v0992,v0975|v0992,s00988
989,v0198|v0615|v0960|v0992,v0992,v0198|v0615|v0960
990,v0198|v0960|v0992,v0992,v0198|v0960
991,v0176|v0998,v0998,v0176
992,v0047|v0050|v0066|v0129,v0047,v0050|v0066|v0129
993,v0339,v0339,s00993
994,v0266,s00994,v0266
995,v0069|v0251,s00995,v0069|v0251
996,v0661,s00996,v0661
997,v0223|v0228,s00997,v0223|v0228
998,v0974|v1074,v0974,v1074
999,v0992,v0992,s00999
1000,v0042|v0998,v0042|v0998,s01000
1001,v0042|v0448|v0998,v0042|v0448|v0998,s01001
1002,v0960,s01002,v0960
1003,v0998,v0998,s01003
1004,v1038,s01004,v1038
1005,v0050|v0109|v0363|v0663|v0974|v0992,v0663|v0974|v0992,v0050|v0109|v0363
1006,v0015|v0231|v0430|v0994,v0994,v0015|v0231|v0430
1007,v0291,s01007,v0291
1008,v0810|v0992,v0810|v0992,s01008
1009,v0049|v0221|v0697|v0994|v1005,v0994,v0049|v0221|v0697|v1005
1010,v0251,s01010,v0251
1011,s01011,s01011,s01011
1012,v0992|v1199,v0992,v1199
1013,v0097|v0572,s01013,v0097|v0572
1014,v0388|v0974|v0992|v0999|v1045|v1065,v0974|v0992|v1065,v0388|v0999|v1045
1015,v1082,s01015,v1082
1016,v0974|v0992,v0974|v0992,s01016
1017,v0191|v0241|v0366|v0722|v0974|v0975|v0992,v0191|v0366|v0974|v0975|v0992,v0241|v0722
1018,v0863,s01018,v0863
1019,v0176|v0507|v0974|v1062,v0974,v0176|v0507|v1062
1020,v1122,s01020,v1122
1021,v1006,s01021,v1006
1022,s01022,s01022,s01022
1023,v1199,s01023,v1199
1024,v0244|v0974|v0975|v1013,v0974|v0975|v1013,v0244
1025,v0665|v0975,v0975,v0665
1026,v0998,v0998,s01026
1027,v0793,s01027,v0793
1028,v0138|v0678,v0138,v0678
1029,s01029,s01029,s01029
1030,v0198|v0960,s01030,v0198|v0960
1031,s01031,s01031,s01031
1032,v0998,v0998,s01032
1033,v0665|v0975|v0992,v0975|v0992,v0665
1034,v0809,s01034,v0809
1035,v0364|v0513|v0992,v0364|v0992,v0513
1036,v0389|v0556,s01036,v0389|v0556
1037,v0109|v0468,s01037,v0109|v0468
1038,v0994|v1113,v0994,v1113
1039,v0300|v0955|v0993|v0994,v0300|v0955|v0993|v0994,s01039
1040,v0389,s01040,v0389
1041,v0975,v0975,s01041
1042,v0461|v0776,s01042,v0461|v0776
1043,s01043,s01043,s01043
1044,v0097|v0469|v0572|v1110,s01044,v0097|v0469|v0572|v1110
1045,v0274|v0812|v1074,v0812,v0274|v1074
1046,v0050,s01046,v0050
1047,v0193|v0804|v0840|v0992|v1043,v0193|v0840|v0992,v0804|v1043
1048,v0665|v0992,v0992,v0665
1049,v0556,s01049,v0556
1050,s01050,s01050,s01050
1051,v0365|v0384,v0365,v0384
1052,v0071|v0274|v0473|v0992|v0993,v0992|v0993,v0071|v0274|v0473
1053,v1074,s01053,v1074
1054,v0031|v0275|v0588|v0857,v0588|v0857,v0031|v0275
1055,v0195|v0648|v0653|v0678,v0648|v0653,v0195|v0678
1056,v0468,s01056,v0468
1057,v0975|v0992,v0975|v0992,s01057
1058,v0992,v0992,s01058
1059,s01059,s01059,s01059
1060,v0050|v0312|v0358|v0975|v0999,v0975,v0050|v0312|v0358|v0999
1061,v0803,s01061,v0803
1062,v0198|v0960|v0974|v0992,v0974|v0992,v0198|v0960
1063,v0398|v0420|v0836|v0857|v0964,v0398|v0836|v0857,v0420|v0964
1064,v0097|v0572,s01064,v0097|v0572
1065,v0251,s01065,v0251
1066,v0050|v0974|v1074,v0974,v0050|v1074
1067,v0665|v0678|v0960,s01067,v0665|v0678|v0960
1068,v0992|v0994|v1082,v0992|v0994,v1082
1069,v0097|v0177|v0572|v1110,s01069,v0097|v0177|v0572|v1110
1070,v0096|v0975|v0994,v0096|v0975|v0994,s01070
1071,v0087|v0678|v0960|v0974,v0974,v0087|v0678|v0960
1072,v0185|v0718|v0758|v0769|v0886|v0998,v0718|v0769|v0998,v0185|v0758|v0886
1073,v0391|v0399|v0432|v0665,s01073,v0391|v0399|v0432|v0665
1074,v0138|v0678|v0974,v0138|v0974,v0678
1075,s01075,s01075,s01075
1076,v0042|v0096|v0552|v0998,v0042|v0096|v0552|v0998,s01076
1077,v0974|v0998,v0974|v0998,s01077
1078,v0602|v0951,v0951,v0602
1079,v0097|v0389|v0572,s01079,v0097|v0389|v0572
1080,v0042|v0975,v0042|v0975,s01080
1081,v0391|v0399|v0603|v0665|v1148,s01081,v0391|v0399|v0603|v0665|v1148
1082,v0938,s01082,v0938
1083,v0363|v0603|v0978,s01083,v0363|v0603|v0978
1084,v0556,s01084,v0556
1085,v0504|v0947,v0504,v0947
1086,v0127|v0603|v0793|v1074,v0127,v0603|v0793|v1074
1087,v0375,s01087,v0375
1088,s01088,s01088,s01088
1089,v0031|v0275,s01089,v0031|v0275
1090,v0399|v0603|v0665,s01090,v0399|v0603|v0665
1091,v0804|v0959,s01091,v0804|v0959
1092,v0031|v0275,s01092,v0031|v0275
1093,s01093,s01093,s01093
1094,v0177,s01094,v0177
1095,s01095,s01095,s01095
1096,s01096,s01096,s01096
1097,v0266|v0855|v0891,s01097,v0266|v0855|v0891
1098,s01098,s01098,s01098
1099,v0071|v0321|v0900|v0992|v0993,v0900|v0992|v0993,v0071|v0321
1100,v0938,s01100,v0938
1101,s01101,s01101,s01101
1102,v0594,s01102,v0594
1103,v0994,v0994,s01103
1104,v0665|v0793|v0992,v0992,v0665|v0793
1105,s01105,s01105,s01105
1106,v0071|v0274,s01106,v0071|v0274
1107,v0507|v0793,s01107,v0507|v0793
1108,v0097|v0572,s01108,v0097|v0572
1109,v0992,v0992,s01109
1110,s01110,s01110,s01110
1111,v0925|v0974|v0994,v0974|v0994,v0925
1112,v0343|v0729|v0793|v1178,v0343,v0729|v0793|v1178
1113,v0139|v0621|v0955|v0993|v0994,v0139|v0621|v0955|v0993|v0994,s01113
1114,v0974,v0974,s01114
1115,s01115,s01115,s01115
1116,v0071|v0800,s01116,v0071|v0800
1117,v0031|v0992,v0992,v0031
1118,v0992|v0994,v0992|v0994,s01118
1119,v0198|v0960,s01119,v0198|v0960
1120,v0215|v0227,v0215|v0227,s01120
1121,v0998,v0998,s01121
1122,v0836|v0857|v0999|v1091|v1105,v0836|v0857,v0999|v1091|v1105
1123,v0031|v0975,v0975,v0031
1124,v0917,v0917,s01124
1125,s01125,s01125,s01125
1126,v0906,s01126,v0906
1127,v0992,v0992,s01127
1128,v0251|v0994|v1082|v1113,v0994,v0251|v1082|v1113
1129,v0097|v0572|v0734,s01129,v0097|v0572|v0734
1130,v0653|v0678|v0939,v0653,v0678|v0939
1131,v0364|v0520|v0802,v0364|v0520,v0802
1132,v0097|v0274|v0314|v0469|v0572,s01132,v0097|v0274|v0314|v0469|v0572
1133,v0291,s01133,v0291
1134,v0812,v0812,s01134
1135,v0960,s01135,v0960
1136,v0468|v0992,v0992,v0468
1137,v1074,s01137,v1074
1138,v0364,v0364,s01138
1139,v0974|v0992,v0974|v0992,s01139
1140,v0199|v0291|v0771,v0771,v0199|v0291
1141,v0097|v0469|v1110,s01141,v0097|v0469|v1110
1142,v0366|v0828|v0974|v0992|v0995,v0366|v0974|v0992|v0995,v0828
1143,v0340|v0994|v1122,v0340|v0994,v1122
1144,v0804|v0840|v0851|v0974|v1043,v0840|v0974,v0804|v0851|v1043
1145,v0366|v0974|v0975|v0992,v0366|v0974|v0975|v0992,s01145
1146,v0193|v0804|v0840|v1043,v0193|v0840,v0804|v1043
1147,v0665|v1204,s01147,v0665|v1204
1148,s01148,s01148,s01148
1149,v0588,v0588,s01149
1150,v0251,s01150,v0251
1151,v0050|v0992,v0992,v0050
1152,v0389,s01152,v0389
1153,v0097|v0177|v0810|v0951|v1110,v0810|v0951,v0097|v0177|v1110
1154,v0247,v0247,s01154
1155,v0998,v0998,s01155
1156,v0177|v0974|v0992|v0994,v0974|v0992|v0994,v0177
1157,v0974|v0979|v0992,v0974|v0979|v0992,s01157
1158,v0620,s01158,v0620
1159,v0346,s01159,v0346
1160,v0361|v0665|v0818|v0993|v1083|v1137,v0361|v0818|v0993,v0665|v1083|v1137
1161,v0326|v0855,s01161,v0326|v0855
1162,v0729|v0833,s01162,v0729|v0833
1163,v0665,s01163,v0665
1164,v0288|v0974,v0974,v0288
1165,v0069|v0097|v0469|v0572|v1110,s01165,v0069|v0097|v0469|v0572|v1110
1166,v0049|v0992,v0992,v0049
1167,v0588|v0993,v0588|v0993,s01167
1168,v0602|v0951|v0986,v0951|v0986,v0602
1169,v0042|v0552,v0042|v0552,s01169
1170,s01170,s01170,s01170
1171,v0364|v0974,v0364|v0974,s01171
1172,v0192|v0974|v1043|v1065|v1074,v0192|v0974|v1065,v1043|v1074
1173,v0979,v0979,s01173
1174,v0247|v0998,v0247|v0998,s01174
1175,v0266|v0366|v0703|v0737,v0366,v0266|v0703|v0737
1176,v0333,s01176,v0333
1177,v0364|v0786|v0879|v0999,v0364,v0786|v0879|v0999
1178,v0176|v0998,v0998,v0176
1179,v0994|v1199,v0994,v1199
1180,v0364|v1046,v0364,v1046
1181,v0035|v0602|v0951,v0951,v0035|v0602
1182,v0064|v0855,s01182,v0064|v0855
1183,v0507,s01183,v0507
1184,v0915|v0974|v0977|v0982|v0992|v0995|v0999,v0974|v0992|v0995,v0915|v0977|v0982|v0999
1185,v0665|v0873|v1114,s01185,v0665|v0873|v1114
