,numeric_id,egoid,race_ethnicity,agerange,demographic_bucket,demo_desc,age,empirical_egos_list,assigned_empego_for_venues,assigned_empego,venue_list,init_ser_cat,init_cas_cat,init_pers_cat,any_serious,assigned_empego_rel,appslist_rel,assigned_empego_norel,appslist_norel,appslist
114,531,s00531,whiteNH,16to20,1,W/<20,18.046575342465754,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e440,e440,v0336|v0603|v0665|v0724|v0912|v0960|v1115,0,0,0,1,e411,a14|a16,e440,s00531,a14|a16
136,540,s00540,whiteNH,16to20,1,W/<20,19.52054794520548,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e632,e632,v0999,0,0,0,0,e632,a05|a14,e263,s00540,s00540
360,543,s00543,whiteNH,16to20,1,W/<20,20.435616438356163,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e587,e587,v0884|v0974|v0975|v1013,0,0,0,0,e587,a05|a14,e472,a05|a14|a16|a17,a05|a14|a16|a17
492,558,s00558,whiteNH,16to20,1,W/<20,20.523287671232875,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e617,e617,v0974|v1009|v1030,0,0,0,0,e617,a05|a14,e385,a07,a07
301,580,s00580,whiteNH,16to20,1,W/<20,20.731506849315068,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e014,e014,v0011|v0176|v0180|v0268|v0358|v0495|v0599|v0668|v0999,1+,0,1,1,e401,a05|a14|a16|a41,e014,s00580,a05|a14|a16|a41
402,581,s00581,whiteNH,16to20,1,W/<20,16.87945205479452,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e263,e263,v0109|v0319|v0599|v0665|v1177|v1181|v1219|v1229,1+,0,1,1,e173,a05,e263,s00581,a05
124,591,s00591,whiteNH,16to20,1,W/<20,20.616438356164384,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e088,e088,v0051|v0109|v0245|v0346|v0390|v0789|v0839|v0993|v0998|v1000|v1161,1+,0,1,1,e127,a14,e088,s00591,a14
200,597,s00597,whiteNH,16to20,1,W/<20,17.84931506849315,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e410,e410,v0274|v0340|v0764|v0868|v0917|v0998|v1127,1+,1,2,1,e080,a05|a14,e410,a05,a05|a14
466,640,s00640,whiteNH,16to20,1,W/<20,20.350684931506848,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e165,e165,v0087|v0251|v0252|v0996,0,0,0,0,e165,a05|a14,e410,a05,a05
308,660,s00660,whiteNH,16to20,1,W/<20,16.843835616438355,"['e014', 'e025', 'e030', 'e037', 'e065', 'e068', 'e077', 'e078', 'e080', 'e084', 'e085', 'e088', 'e089', 'e090', 'e109', 'e114', 'e127', 'e142', 'e143', 'e158', 'e165', 'e169', 'e173', 'e178', 'e236', 'e255', 'e257', 'e261', 'e263', 'e284', 'e296', 'e297', 'e304', 'e321', 'e322', 'e335', 'e336', 'e347', 'e350', 'e366', 'e371', 'e377', 'e385', 'e397', 'e398', 'e401', 'e402', 'e404', 'e406', 'e410', 'e411', 'e440', 'e462', 'e472', 'e480', 'e484', 'e485', 'e486', 'e501', 'e546', 'e551', 'e561', 'e562', 'e576', 'e580', 'e587', 'e590', 'e596', 'e617', 'e622', 'e631', 'e632', 'e636']",e297,e297,v0165|v0878|v1044|v1048,0,0,0,0,e297,a05,e068,a05|a14|a17|a22|a34|a50,a05|a14|a17|a22|a34|a50
496,705,s00705,whiteNH,21to29,2,W/21+,24.413698630136988,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e314,e314,v0188|v0278|v0291|v0970|v0974|v0984|v1031|v1032,0,0,0,0,e314,a14,e170,s00705,s00705
433,719,s00719,whiteNH,21to29,2,W/21+,28.51780821917808,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e245,e245,v0109|v0974|v0979,0,2+,2,0,e245,a05|a14|a16,e262,a17|a36,a17|a36
320,724,s00724,whiteNH,21to29,2,W/21+,27.26849315068493,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e029,e029,v0015|v0221|v0223|v0389|v0662|v0992,0,0,0,0,e029,s00724,e170,s00724,s00724
418,757,s00757,whiteNH,21to29,2,W/21+,26.704109589041096,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e457,e457,v0357|v0594|v0812|v0982,0,0,0,0,e457,a17|a18,e381,a05|a17|a18,a05|a17|a18
107,858,s00858,whiteNH,21to29,2,W/21+,26.18904109589041,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e408,e408,v0278|v0289|v0974|v0975|v0992|v0998|v1000|v1070,1+,0,1,1,e450,a14,e408,a10|a14,a14
311,865,s00865,whiteNH,21to29,2,W/21+,25.55068493150685,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e147,e147,v0071|v0790|v0800|v0900|v0913|v0992|v0993,0,1,1,1,e457,a17|a18,e147,a05|a19|a34,a17|a18
106,882,s00882,whiteNH,21to29,2,W/21+,23.86849315068493,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e306,e306,v0176|v0211|v0525|v0663|v0793|v0874|v0957|v0974|v0994|v1062,0,0,0,0,e306,a16,e059,s00882,s00882
207,925,s00925,whiteNH,21to29,2,W/21+,29.854794520547944,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e051,e051,v0035|v0602|v0717|v0951|v0986,0,0,0,1,e450,a14,e051,s00925,a14
248,931,s00931,whiteNH,21to29,2,W/21+,29.76438356164384,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e043,e043,v0031|v0275|v0588|v0593|v0974|v0975|v0992|v0993,0,1,1,0,e043,a05|a14|a16,e477,a05|a14|a36,a05|a14|a36
468,934,s00934,whiteNH,21to29,2,W/21+,29.45205479452055,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e323,e323,v0198|v0615|v0960|v0974|v0992,0,0,0,0,e323,a05,e170,s00934,s00934
193,953,s00953,whiteNH,21to29,2,W/21+,25.4,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e029,e029,v0015|v0221|v0223|v0389|v0662|v0992,0,0,0,0,e029,s00953,e069,a05|a17,a05|a17
493,955,s00955,whiteNH,21to29,2,W/21+,27.14246575342466,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e381,e381,v0245|v0357|v0365|v0955|v0989|v1154,1+,0,1,1,e270,a05|a14|a17|a41,e381,a05|a17|a18,a05|a14|a17|a41
242,981,s00981,whiteNH,21to29,2,W/21+,25.301369863013697,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e170,e170,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974,0,0,0,1,e476,a07|a08|a10,e170,s00981,a07|a08|a10
60,1010,s01010,whiteNH,21to29,2,W/21+,21.575342465753423,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e061,e061,v0042|v0448|v0552|v0921|v0998,0,0,0,0,e061,a14,e146,a05|a36,a05|a36
94,1020,s01020,whiteNH,21to29,2,W/21+,26.252054794520543,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e023,e023,v0020|v0218|v0223|v0280|v0317|v0340|v0343|v0389|v0550|v0769|v0773|v0779|v0780|v0857|v0859|v1053,0,0,0,0,e023,a05|a14,e536,s01020,s01020
244,1072,s01072,whiteNH,21to29,2,W/21+,27.15068493150685,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e319,e319,v0191|v0245|v0283|v0366|v0611|v0619|v0647|v0738|v0740|v0760|v0771|v0974|v0975|v0992|v0993|v0995|v1017,0,2+,3+,0,e319,a05|a17|a19,e239,s01072,s01072
315,1090,s01090,whiteNH,21to29,2,W/21+,26.78630136986301,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e221,e221,v0097|v0572|v0734,0,0,0,0,e221,a14,e570,s01090,s01090
